candidate,frame_index,frame_name,nrmse,ssim,fourier_chi2,frc_auc,frc_cutoff,frc_valid_bins,frc_sample_count_total,radial_profile_error,azimuthal_annulus_peak_radius,azimuthal_inner_radius,azimuthal_outer_radius,azimuthal_profile_error,azimuthal_best_roll
background_video,0,frame_00.npz,1.1359736293624683,0.5392957454290758,1.5225813701910074,0.05732021936757084,0.7265625,64,12851,0.9939421951703279,15.37890625,11.5341796875,19.2236328125,0.9917520823473913,0
background_video,1,frame_01.npz,1.1516366615293276,0.5908279409350188,1.5390217451793051,0.05631785566289881,0.9609375,64,12851,0.9940006693954895,15.37890625,11.5341796875,19.2236328125,0.9920211528302048,0
background_video,2,frame_02.npz,1.1975353796632653,0.6076221856330257,1.6570619297225813,-0.019643973519605864,0.6640625,64,12851,0.9944044768715669,18.35546875,13.7666015625,22.9443359375,0.99644083165933,0
background_video,3,frame_03.npz,1.2257768761847792,0.5878876438048488,1.749873638907129,0.06744589605284086,0.7890625,64,12851,0.9946254892733092,18.35546875,13.7666015625,22.9443359375,0.9969236793833112,0
background_video,4,frame_04.npz,1.2624835056966697,0.5627790007454487,1.901127826352901,0.033185963320006194,0.7734375,64,12851,0.9946361000062023,18.35546875,13.7666015625,22.9443359375,0.9967564009439686,0
background_video,5,frame_05.npz,1.3162716775532857,0.4742149501204871,2.150712306170614,0.05532363661715977,0.9453125,64,12851,0.9941516762262326,17.36328125,13.0224609375,21.7041015625,0.9950053107491524,0
background_video,6,frame_06.npz,1.1503198520482358,0.5834840482772512,1.6282390165546263,0.08583500331450422,0.7734375,64,12851,0.9939877021038377,18.35546875,13.7666015625,22.9443359375,0.9946493069384482,0
background_video,7,frame_07.npz,1.0067456656240805,0.6443668920433678,1.226779250439506,0.09258877909994129,0.7734375,64,12851,0.9941968116555222,13.39453125,10.0458984375,16.7431640625,0.9918399508636947,0
background_video,8,frame_08.npz,0.9921630860929574,0.6170674996418068,1.184946431424316,0.12233184886602733,0.9453125,64,12851,0.994572305711072,13.39453125,10.0458984375,16.7431640625,0.9916939153962809,0
background_video,9,frame_09.npz,0.9601100938888034,0.6341997022022685,1.0987629366539877,0.11274964656625974,0.9609375,64,12851,0.9944717005443605,14.38671875,10.7900390625,17.9833984375,0.9931087516850692,0
background_video,10,frame_10.npz,1.1691983795680745,0.4974393523326527,1.685431785983705,0.10779540376806881,0.9609375,64,12851,0.9941112989946947,20.33984375,15.2548828125,25.4248046875,0.9953949330615075,0
background_video,11,frame_11.npz,1.0715954051012726,0.5729369838183294,1.3765908252333992,0.08449650568268115,0.9609375,64,12851,0.9943442514588395,17.36328125,13.0224609375,21.7041015625,0.9939825145596003,0
background_video,12,frame_12.npz,1.0132321788069778,0.5779863213504612,1.2001799726946185,0.11988661556683111,0.8984375,64,12851,0.9946458948175951,15.37890625,11.5341796875,19.2236328125,0.9926766104700735,0
background_video,13,frame_13.npz,1.1123345838971603,0.5540573029671044,1.462422359432819,0.12721649805040514,0.8359375,64,12851,0.9941412024084427,15.37890625,11.5341796875,19.2236328125,0.9918803157321874,0
background_video,14,frame_14.npz,1.1359736293624683,0.5392957454290758,1.5225813701910074,0.05732021936757084,0.7265625,64,12851,0.9939421951703279,15.37890625,11.5341796875,19.2236328125,0.9917520823473913,0
static,0,frame_00.npz,1.3019767736536552,0.5262942607533644,2.000094362533876,-0.028446175425076166,0.4609375,64,12851,0.9939407547030839,15.37890625,11.5341796875,19.2236328125,0.9914479003186828,0
static,1,frame_01.npz,1.3397026588520717,0.5815032061800932,2.0827187696748566,-0.0038044218319145343,0.5703125,64,12851,0.9939528511647254,15.37890625,11.5341796875,19.2236328125,0.9908250199388794,0
static,2,frame_02.npz,1.4244470332743373,0.6005267059236372,2.3445237898458626,-0.055611049495230526,0.4609375,64,12851,0.9943808055014237,18.35546875,13.7666015625,22.9443359375,0.9958165964655986,0
static,3,frame_03.npz,1.418198013305331,0.5776003626703139,2.3423812632428898,0.02617736853078899,0.9140625,64,12851,0.9946867520000768,18.35546875,13.7666015625,22.9443359375,0.9966527072615409,0
static,4,frame_04.npz,1.3335220795341811,0.5592561587473563,2.1210959496215294,-0.01855016876421684,0.9609375,64,12851,0.9947616792164831,18.35546875,13.7666015625,22.9443359375,0.9965914680348272,0
static,5,frame_05.npz,1.232353900007919,0.471270240688461,1.8852204170281042,0.0259275594039824,0.7890625,64,12851,0.9942375401207508,17.36328125,13.0224609375,21.7041015625,0.9947560560486101,0
static,6,frame_06.npz,1.0863806526664135,0.5739418315049067,1.4522619972866886,0.00991426659212636,0.9609375,64,12851,0.9940895119160447,18.35546875,13.7666015625,22.9443359375,0.9948069753736415,0
static,7,frame_07.npz,1.0396341741588904,0.6030353815240236,1.3082416713707767,0.04249287050706051,0.9453125,64,12851,0.9943862575728308,13.39453125,10.0458984375,16.7431640625,0.9924710030175943,0
static,8,frame_08.npz,1.0903158170069898,0.5896218651536331,1.4309920215533891,0.06592967483097371,0.9453125,64,12851,0.9946452371830802,13.39453125,10.0458984375,16.7431640625,0.9916516354998466,0
static,9,frame_09.npz,1.0724224670110931,0.6167279579667664,1.3708619993659659,0.0688440963984028,0.8671875,64,12851,0.9945384990084918,14.38671875,10.7900390625,17.9833984375,0.993102564705958,0
static,10,frame_10.npz,1.1850412462344047,0.5009145111088837,1.7314171049379454,0.0413951893122236,0.8359375,64,12851,0.9940020592678213,20.33984375,15.2548828125,25.4248046875,0.9951372782722164,0
static,11,frame_11.npz,1.1587631899531177,0.5703412101771342,1.6096541239439008,0.05595658137637401,0.7578125,64,12851,0.9942291783944197,17.36328125,13.0224609375,21.7041015625,0.9934832493355334,0
static,12,frame_12.npz,1.2494952028080528,0.5620340599886925,1.8251460118793061,0.06067439166395378,0.8359375,64,12851,0.994499663725946,15.37890625,11.5341796875,19.2236328125,0.9919468466431425,0
static,13,frame_13.npz,1.2990145999379643,0.547807054552561,1.9944814552781231,0.09496298031173082,0.7578125,64,12851,0.993998648437304,15.37890625,11.5341796875,19.2236328125,0.9915025956056259,0
static,14,frame_14.npz,1.3209532807657578,0.5291781677489149,2.058822604329542,-0.014716388465956704,0.4609375,64,12851,0.9939154201503667,15.37890625,11.5341796875,19.2236328125,0.9913158499173568,0
joint,0,frame_00.npz,1.2602975872674105,0.5528932816089833,1.8740890442712133,-0.00641718446239672,0.4609375,64,12851,0.9939356503125152,15.37890625,11.5341796875,19.2236328125,0.991139342415786,0
joint,1,frame_01.npz,1.2810123093675776,0.6015354092103395,1.904234364119281,-0.0008930527271389661,0.8671875,64,12851,0.9939756434158221,15.37890625,11.5341796875,19.2236328125,0.9910697430632197,0
joint,2,frame_02.npz,1.3189434256428876,0.6173684385974036,2.010084749939996,-0.07883890731412804,0.6015625,64,12851,0.9944117332145704,18.35546875,13.7666015625,22.9443359375,0.9959113042579542,0
joint,3,frame_03.npz,1.3003967591046945,0.5978051393140198,1.9694075434733074,0.03176135490010521,0.4140625,64,12851,0.9946667853080533,18.35546875,13.7666015625,22.9443359375,0.9966107268960526,0
joint,4,frame_04.npz,1.2572135751842104,0.5725831304925939,1.8852893604270349,-0.0051998319263409296,0.9140625,64,12851,0.9947364130942283,18.35546875,13.7666015625,22.9443359375,0.9966473339327085,0
joint,5,frame_05.npz,1.2002290958602009,0.49677323237586174,1.7882142371893597,0.017128203947219135,0.9609375,64,12851,0.9942430986142581,17.36328125,13.0224609375,21.7041015625,0.9948624767289841,0
joint,6,frame_06.npz,1.0662792653127626,0.5855242557425343,1.3990165616639703,0.0447392329187005,0.8984375,64,12851,0.9941174391217127,18.35546875,13.7666015625,22.9443359375,0.9949709004498297,0
joint,7,frame_07.npz,1.0092019399327543,0.6414203308229299,1.2327727846855483,0.029283514550411595,0.9609375,64,12851,0.9943333935679244,13.39453125,10.0458984375,16.7431640625,0.9924962676060375,0
joint,8,frame_08.npz,1.0371793769498447,0.6192415112181524,1.2949122315915897,0.07521774264118161,0.9453125,64,12851,0.9946845289999788,13.39453125,10.0458984375,16.7431640625,0.991855971415136,0
