block,updates,relative_iterate_change,relative_objective_change,mean_pairwise_frame_distance,cross_minus_own_data_loss_mean,data,prior,tv,wavelet,spatial_total
19,475,0.0013368557241758652,9.672309332767785e-07,0.003974691373889109,1.1896395480437416e-05,1.090593498593153,8.754044540998725,0.0022103037372284673,0.009498702514466436,9.856347045843574
20,500,0.0011380696353197816,6.993933002945258e-07,0.00398573248742657,1.1881526217227822e-05,1.090490907979788,8.754171414380178,0.0022115043544746467,0.009466325666042903,9.856340152380485
21,525,0.0009733313076683731,5.122960039714113e-07,0.003997389421903924,1.1871701910082244e-05,1.090413862342141,8.754270754022278,0.0022125376377794656,0.009437949014612246,9.85633510301681
22,550,0.0008341467099324368,3.7390019924673505e-07,0.004008280145719964,1.1864147949902648e-05,1.0903556960354646,8.754349188707957,0.002213429869680989,0.009413103118049005,9.856331417731152
23,575,0.000716271276024806,2.778493941408594e-07,0.004017522350528275,1.1855425338436199e-05,1.0903098001773825,8.754413331055213,0.0022141909175383916,0.00939135700530556,9.856328679155439
24,600,0.0006161054196137621,2.0492572404697846e-07,0.004027206110868712,1.1854430744695499e-05,1.0902745096216047,8.754464984846624,0.0022148514975453486,0.009372313374375017,9.856326659340148
25,625,0.0005315476135662349,1.5254983264603248e-07,0.004035563929088712,1.1856561612288985e-05,1.090246617699566,8.754507481708057,0.0022154213271142215,0.009355635024427555,9.856325155759166
26,650,0.00045989871633907544,1.1385734037067358e-07,0.004042804133176126,1.1857538479931318e-05,1.0902238146124335,8.75454333191068,0.002215912770853165,0.009340974250230553,9.856324033544198
27,675,0.0003988258463826168,8.556407762278727e-08,0.00404978684503705,1.185934766001484e-05,1.090205536960629,8.75457326335171,0.00221633720188991,0.009328052682691882,9.856323190196923
28,700,0.00034643239905384426,6.48140754149876e-08,0.004055876230067544,1.1860821789388964e-05,1.0901908020594302,8.754598363993209,0.0022167011915936534,0.009316684124215087,9.856322551368448
29,725,0.00030128330208407906,4.885738070666002e-08,0.004061049269278398,1.18610666941521e-05,1.090178756293164,8.754619621331631,0.0022170159645240927,0.00930667622502692,9.856322069814345
30,750,0.0002625188134279571,3.721285220230387e-08,0.004065796747758116,1.1861990732164873e-05,1.090169113770266,8.754637436753473,0.0022172860783119144,0.009297866430437783,9.856321703032489
31,775,0.00022903146804692005,2.828265506616615e-08,0.004070046219525265,1.1862760772862746e-05,1.090161133426129,8.754652656918386,0.002217516893491884,0.009290117031533821,9.856321424269542
32,800,0.00020004661949346133,2.1843537351226187e-08,0.004073605004857401,1.186270668152023e-05,1.09015484038062,8.754665361337532,0.0022177131423172544,0.009283294112147898,9.856321208972616
33,825,0.0001750069731537431,1.657518112660217e-08,0.004076893408276313,1.1863181685056734e-05,1.0901495945609962,8.754676288242779,0.002217882172847459,0.00927728062568525,9.856321045602307
34,850,0.0001532613730346149,1.2625555930884964e-08,0.004079862624198925,1.186367292349555e-05,1.0901453203416551,8.754685595681087,0.002218028042875941,0.00927197709515732,9.856320921160775
35,875,0.000134341193557383,9.764540891784036e-09,0.00408235292736066,1.186376946654688e-05,1.0901417888182365,8.754693579506588,0.0022181533099269075,0.009267303283573369,9.856320824918326
