stage,converged,seconds,relative_change_from_prior,data,tv,prior,spatial_total,prior_weight,tv_weight,delta_amplification,mean_pairwise_frame_distance,mean_pairwise_delta_distance,max_abs_delta,max_abs_pairwise_delta_difference,own_data_loss_mean,cross_data_loss_mean,cross_minus_own_data_loss_mean,cross_over_own_data_loss_ratio
01_spatial_tv_prior_init,True,47.8757603589911,0.6609694224539302,55.46230771776032,0.0,123.15005385108016,178.61236156884047,0.05,0.0,6.0,0.008008366882792377,0.0049807173740825375,0.48225105109223887,0.030686391770766118,3.6974871811840218,3.698909131493824,0.001421950309802078,1.000384572072633
02_residual_signed_ot_from_spatial_init,True,357.668583924009,0.6609696308844373,55.46224218939007,0.0,123.15013151952097,178.61237370891104,0.05,0.0,6.0,0.007842322509364397,0.004877446036440386,0.4822267484347227,0.029368935510267844,3.6974828126260046,3.6988774961845317,0.00139468355852701,1.0003771981178016
