block,updates,relative_iterate_change,relative_objective_change,data,tv,prior,spatial_total
1,25,0.6609749806107613,inf,55.46023836235133,0.0,123.15212502159966,178.612363383951
2,50,0.0001714666867156939,1.0162277279640992e-08,55.46230606420694,0.0,123.1500555046357,178.61236156884263
3,75,1.854127453006824e-07,1.20935074019395e-14,55.462307715984466,0.0,123.15005385285602,178.61236156884047
4,100,2.1373757484441361e-10,1.591250973939427e-16,55.46230771775853,0.0,123.15005385108198,178.6123615688405
5,125,2.4766320738430783e-13,1.5912509739394268e-16,55.46230771776032,0.0,123.15005385108016,178.61236156884047
