model,frame,dirty_nrmse,rec_nrmse,dirty_ssim,rec_ssim
B_data_TV,frame_000.png,0.4600673033833779,0.29972268518869216,0.023679255764403745,0.10877214401606752
B_data_TV,frame_001.png,0.4468152097857667,0.29484303165153997,0.009363751912417619,0.08178211214802851
B_data_TV,frame_002.png,0.43956966092745725,0.29495643411497824,-0.0047106453520366605,0.054033760055416366
