model,frame,dirty_nrmse,rec_nrmse,dirty_ssim,rec_ssim
C_data_prior,frame_000.png,0.4600673033833779,0.2994518531185357,0.023679255764403745,0.10893581628479604
C_data_prior,frame_001.png,0.4468152097857667,0.2945954906557584,0.009363751912417619,0.08191576734627909
C_data_prior,frame_002.png,0.43956966092745725,0.29472022092828914,-0.0047106453520366605,0.05415914725549041
