label,i,j,relative_distance,stage,prior_weight
pairwise_delta_difference,0,68,0.8258277000039731,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,69,0.29103051285320586,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,70,0.44812012736085344,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,71,0.5761532318516007,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,72,0.659389720644451,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,73,0.7176992525981498,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,74,0.756324773726404,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,75,0.7868876124304518,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,76,0.8108179132375609,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,77,0.31514594662170714,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,78,0.4617689418906289,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,79,0.5868441592334321,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,80,0.669811337747007,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,81,0.7218734824253988,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,82,0.7614318209365663,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,83,0.7914011037902472,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,84,0.3373540232061712,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,85,0.4782279862539509,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,86,0.601305894141319,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,87,0.6748709883583193,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,88,0.7280702475246771,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,89,0.7667463071243541,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,90,0.3606557832621871,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,91,0.4990239387118221,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,92,0.6072972457062801,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,93,0.6823641674300278,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,94,0.7342724214105362,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,95,0.38421044381452973,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,96,0.506493236990884,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,97,0.6165378015547697,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,98,0.6896445150882129,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,99,0.40003487035177465,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,100,0.5145359490119497,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,101,0.6225750430509414,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,102,0.4193870726724679,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,0,103,0.532332059987947,01_spatial_tv_prior_init,0.05
