frame,gt_name,initialization_nrmse,initialization_ssim,post_uot_nrmse,post_uot_ssim,delta_nrmse,delta_ssim,initialization_stge_spatial,post_uot_stge_spatial,delta_stge_spatial_frame
0,frame_000.png,0.29237685262748325,0.7196684004758279,0.2924217454762955,0.723091530332387,4.48928488122613e-05,0.003423129856559126,0.8595462775998968,0.8595055983103927,-4.067928950401978e-05
1,frame_001.png,0.34908566326905816,0.838133316458471,0.34987775534611265,0.8398483781138537,0.0007920920770544959,0.0017150616553827103,0.868465915233754,0.8686358449076839,0.00016992967392981395
2,frame_002.png,0.4645572600559319,0.8062589626989362,0.4639013491642697,0.807552562278242,-0.0006559108916621703,0.0012935995793058597,0.8361147282651736,0.8356738286144293,-0.0004408996507443419
3,frame_003.png,0.4584724461426516,0.7592224767688273,0.4589140400683684,0.7612307588530589,0.0004415939257167989,0.0020082820842316496,0.8386988147730193,0.8385284684146266,-0.0001703463583927478
4,frame_004.png,0.5063687651104752,0.7918361908715902,0.5068273058345308,0.7933217261635249,0.00045854072405560053,0.0014855352919347364,0.9501385068950846,0.9501606310608286,2.2124165743986346e-05
5,frame_005.png,0.5654842409504945,0.36382671097491387,0.5630188317582777,0.36915938319783353,-0.0024654091922168275,0.0053326722229196655,0.9952986606514164,0.9956073278016077,0.00030866715019128854
6,frame_006.png,0.8988557432058035,0.6756984490575207,0.8985246266854077,0.6758364058321944,-0.0003311165203958577,0.0001379567746736532,1.1128239675008547,1.112504437866091,-0.0003195296347635601
7,frame_007.png,1.039754761757168,0.7654525680906558,1.0401251397739946,0.7652649364878037,0.0003703780168264892,-0.00018763160285206748,1.13001173321454,1.1298980777034824,-0.00011365551105768645
8,frame_008.png,0.6801730367031507,0.7997842870493742,0.6796763461726978,0.8004981027182668,-0.0004966905304528701,0.0007138156688926145,1.0553990820989232,1.0552699101670813,-0.00012917193184192044
9,frame_009.png,0.754215024070305,0.7978805916198027,0.7553263987120817,0.7983680064568157,0.0011113746417766857,0.0004874148370129783,1.0680141769260156,1.0682228911643528,0.00020871423833712655
10,frame_010.png,0.38235257784009125,0.7875798054652315,0.38213699609830815,0.7885678907711556,-0.00021558174178309963,0.0009880853059240913,0.9742471251627484,0.9740370260214166,-0.00021009914133174323
11,frame_011.png,0.4881900471616536,0.809065909113813,0.48740170381220166,0.8104924156722486,-0.0007883433494519365,0.0014265065584355696,0.9717569935501125,0.971174843248352,-0.0005821503017604535
12,frame_012.png,0.4103484104611705,0.838633781223509,0.4104919340859891,0.8395353199305022,0.00014352362481862002,0.0009015387069932768,0.9494577572175242,0.9494538446456614,-3.912571862829672e-06
13,frame_013.png,0.30308174829846835,0.8574832857216338,0.30306340865098813,0.8584345931835222,-1.8339647480214438e-05,0.0009513074618884287,0.8789013005045979,0.8787383797769505,-0.00016292072764745313
14,frame_014.png,0.3009207208759762,0.8384531419319917,0.30080431897592586,0.8392566015811194,-0.00011640190005035578,0.0008034596491276469,0.849670167974309,0.8495631140834085,-0.00010705389090059914
