label,i,j,relative_distance
spatial_delta,0,1,0.0040897325138190615
spatial_delta,0,2,0.007777937167411731
spatial_delta,1,2,0.004170489504065611
ot_delta,0,1,0.0012115438961045916
ot_delta,0,2,0.002493905809534781
ot_delta,1,2,0.001318987963568379
ot_minus_spatial_delta,0,1,0.8594809175204948
ot_minus_spatial_delta,0,2,0.9681090272255212
ot_minus_spatial_delta,1,2,0.7931958911655447
