model,dirty_nrmse,rec_nrmse,dirty_ssim,rec_ssim
A_data_only,0.44881739136553395,0.17858880097107668,0.009444120774928235,0.24041760168800072
B_data_TV_scaled,0.44881739136553395,0.1800942642209454,0.009444120774928235,0.24547400790630577
C_data_prior_scaled,0.44881739136553395,0.12763790972314668,0.009444120774928235,0.34839109769106447
D_data_TV_prior_scaled,0.44881739136553395,0.14370756662219236,0.009444120774928235,0.30819523092021583
