model,tv_alpha,prior_weight,init_data_obj,init_tv_obj,init_prior_obj,init_total_obj,final_data_obj,final_tv_obj,final_prior_obj,final_total_obj,final_data_pct,final_tv_pct,final_prior_pct,u_mean,u_max,u_min
A_data_only,0.0,0.0,456.2838100777585,0.0,0.0,456.2838100777585,27.422956619752355,0.0,0.0,27.422956619752355,99.99999999999635,0.0,0.0,0.08100289506840788,0.4634382991232251,0.0
B_data_TV_scaled,0.021513261660886292,0.0,456.2838100777585,13.688514302332734,0.0,469.97232438009127,27.02029456140832,4.024963945803011,0.0,31.04525850721133,87.03517335869842,12.964826641298364,0.0,0.08086729367960255,0.45447760193544345,0.0
C_data_prior_scaled,0.0,0.1492252850159057,456.2838100777585,0.0,91.25676201555156,547.5405720933101,29.483886717866945,0.0,8.232309682490463,37.716196400357404,78.17301194663088,0.0,21.826988053366467,0.08305507450927946,0.6369007536578014,0.0
D_data_TV_prior_scaled,0.007171087220295432,0.07461264250795285,456.2838100777585,4.5628381007775785,45.62838100777578,506.4750291863119,28.164177271040924,1.4211855568572327,5.863431480468528,35.448794308366686,79.45031085131369,4.009122410467319,16.54056673821616,0.08184898051009383,0.5564361788579837,0.0
