iter,r_norm,s_norm,eps_pri,eps_dual,data_loss,u_mean,u_max,u_min
1,2.9949023974591436,inf,0.2688646179990228,0.0128,403.8156147258203,0.33508437159046184,0.9609776846468052,0.0
2,2.805289627250295,0.0,0.2543422257542701,0.0128,357.61070307710025,0.31464867485531006,0.9308774642892147,0.0
3,2.6278024214706286,0.0,0.24080146492589286,0.0128,316.9093977571222,0.29552957279574743,0.9029847878339163,0.0
4,2.461731676165055,0.0,0.22818364788024748,0.0128,281.0433696707654,0.2776410188743686,0.8771568631686051,0.0
5,2.3062777297783983,0.0,0.21643396450359934,0.0128,249.42778648220607,0.2609053350354657,0.8532598830829994,0.0
6,2.160782633826972,0.0,0.20550122090503034,0.0128,221.54894180540293,0.24524904404627113,0.8311686293853434,0.0
7,2.0246505174047065,0.0,0.19533754347597934,0.0128,196.9555531223892,0.230602546726738,0.8107658056376135,0.0
8,1.8972482685469083,0.0,0.1858981402833896,0.0128,175.25155214745428,0.21690111725599823,0.7919414533968709,0.0
9,1.7780513553014419,0.0,0.1771411072606445,0.0128,156.08887180091722,0.20408367215887047,0.774592559114581,0.0
10,1.6664278442766354,0.0,0.16902715018819495,0.0128,139.1637846021877,0.19209661030168199,0.7586226726723517,0.0
11,1.562040365553316,0.0,0.1615193312607846,0.0128,124.20763222608672,0.18088574536326973,0.7439415000178472,0.0
12,1.4643915271348027,0.0,0.15458287187865535,0.0128,110.98343591155927,0.17039834653963984,0.7304644241422079,0.0
13,1.372870850427615,0.0,0.14818504343161318,0.0128,99.28774330780287,0.16059513060948358,0.7181121844879729,0.0
14,1.2873239996992636,0.0,0.14229481753600615,0.0128,88.93714699625824,0.15142981764882113,0.706810454087747,0.0
15,1.2072549986279444,0.0,0.13688273160258657,0.0128,79.77241156157825,0.14286314812225884,0.6965259032708121,0.0
16,1.132334740480242,0.0,0.13192077128747404,0.0128,71.65277094768271,0.13485645185189307,0.687365400634001,0.0
17,1.0621468083643368,0.0,0.12738219782784713,0.0128,64.45622551873956,0.12737795559360196,0.6790510612178646,0.0
18,0.9965965600163949,0.0,0.12324137959092121,0.0128,58.073314080211304,0.1203926488430924,0.6715261683128629,0.0
19,0.9351034694202545,0.0,0.11947372541302335,0.0128,52.40914315163697,0.11387077182641865,0.664737662599789,0.0
20,0.877670745983294,0.0,0.11605559670169102,0.0128,47.38050879324479,0.10778567535865642,0.6586359446170528,0.0
21,0.8236345209090261,0.0,0.11296415839088636,0.0128,42.9139343200017,0.10211118580910168,0.653174478527865,0.0
22,0.7732304595301306,0.0,0.11017744679606814,0.0128,38.9451977349081,0.09682415694328156,0.6483098018167543,0.0
23,0.7260219230702566,0.0,0.10767414581674035,0.0128,35.41615848586581,0.09189945870833742,0.6440009561148526,0.0
24,0.6818206089787705,0.0,0.10543382028803897,0.0128,32.27670830019414,0.08731542972541202,0.6402099394276519,0.0
25,0.6402074234238386,0.0,0.103436819403897,0.0128,29.483886717866945,0.08305507450927946,0.6369007536578014,0.0
