gt_index,gt_name,orientation,best_flux_scale,scaled_rel_residual,complex_corr,conj_best_flux_scale,conj_scaled_rel_residual,conj_complex_corr,conjugate_better_scaled,obs_frame_index,obs_name,rank
4,frame_004.png,original,0.0027242140308918372,0.4394400832619005,0.9014968026951893,0.0025720251757020327,0.5298526248011044,0.8572075464071068,False,0,frame_00.npz,33
8,frame_008.png,rot90,0.0024886569896772222,0.44340076599144396,0.8968642219968179,0.0024967083793421166,0.4374899799085945,0.9169861806385178,True,0,frame_00.npz,34
8,frame_008.png,flip_lr,0.002505784852490902,0.44493624804686654,0.9098195969098677,0.0026056269588402565,0.3643921296849704,0.9324207717955294,True,0,frame_00.npz,35
10,frame_010.png,flip_ud,0.0018822213493002997,0.44620075369707296,0.8959464272585568,0.0018194507439669777,0.5016208422452666,0.8820133230278876,False,0,frame_00.npz,36
7,frame_007.png,flip_lr,0.003138466190958452,0.44681702056748956,0.9104102532075816,0.00328680756585066,0.3495697532779744,0.9378025643021499,True,0,frame_00.npz,37
9,frame_009.png,rot90,0.0034152262879473803,0.45054111117041906,0.89304183311218,0.003365548549603698,0.4754001302246711,0.8997892731183409,False,0,frame_00.npz,38
9,frame_009.png,flip_lr,0.003457670372030078,0.45649940316109106,0.9065590162871288,0.003601224230059327,0.37589360113408876,0.9275079486300798,True,0,frame_00.npz,39
4,frame_004.png,rot270,0.002689530868690037,0.45681919482181865,0.9091416717444901,0.0028074627620690764,0.3711687782775314,0.9289019518115155,True,0,frame_00.npz,40
6,frame_006.png,flip_lr,0.002503629882822544,0.45914659534214297,0.904539034825724,0.002635220338917933,0.35450893728407407,0.9359260976756337,True,0,frame_00.npz,41
6,frame_006.png,rot90,0.0024797580076428663,0.45937394293653777,0.8900974512331774,0.0024669699637696663,0.46812486357750754,0.8979321180250195,False,0,frame_00.npz,42
5,frame_005.png,rot180,0.002028947241280608,0.4608929806982625,0.9006951809009094,0.002120287544174565,0.3740520534854557,0.928704537191734,True,0,frame_00.npz,43
10,frame_010.png,rot90,0.0018474615865130576,0.46333852742611226,0.8871045861713799,0.0018286686859140878,0.4801856626450766,0.89497851454278,False,0,frame_00.npz,44
5,frame_005.png,rot270,0.0019810535978607687,0.4641573774126042,0.896108689752348,0.002001910000781364,0.4459098152647053,0.8980845196645705,True,0,frame_00.npz,45
5,frame_005.png,rot90,0.001980751844396586,0.4644147499652587,0.8879504234066513,0.001970257158260566,0.47325491095682115,0.8926623169831328,False,0,frame_00.npz,46
3,frame_003.png,transpose,0.002970991501899751,0.46673871380375065,0.9054379999436662,0.002954464908502136,0.4759438384300075,0.8798458952220086,False,0,frame_00.npz,47
7,frame_007.png,rot270,0.0030780026294219246,0.46684080810307027,0.9002761119791198,0.00311772218066072,0.44455168843923953,0.8971096932383609,True,0,frame_00.npz,48
10,frame_010.png,flip_lr,0.001853262566790274,0.4728108073103687,0.896251808143705,0.0019105071689242787,0.4181416190287724,0.909687256023853,True,0,frame_00.npz,49
6,frame_006.png,rot270,0.0024561173640616036,0.4753903945800264,0.8924370884802497,0.0024781101104044945,0.46051349822081905,0.8903291529580386,True,0,frame_00.npz,50
1,frame_001.png,rot90,0.0029934016343459817,0.4777855942813304,0.8790844047373,0.002900687079128378,0.5247320547460961,0.8888411798197695,False,0,frame_00.npz,51
2,frame_002.png,flip_lr,0.0033528617640114626,0.4779694516520715,0.9211153554824932,0.0035558554203365803,0.36359696492957294,0.9345125404983045,True,0,frame_00.npz,52
0,frame_000.png,rot90,0.002375789495851298,0.4783814232173821,0.8781571009247551,0.0023239663991826503,0.5119805758600285,0.8891818461063835,False,0,frame_00.npz,53
14,frame_014.png,rot90,0.002375789495851298,0.4783814232173821,0.8781571009247551,0.0023239663991826503,0.5119805758600285,0.8891818461063835,False,0,frame_00.npz,54
11,frame_011.png,flip_lr,0.003005131617635315,0.47988202250577405,0.8912063660566832,0.0031409593013886437,0.3989165414694748,0.918553996019198,True,0,frame_00.npz,55
8,frame_008.png,rot270,0.0024298289391817413,0.4838774819659146,0.8918248942834118,0.002453694046850072,0.46799503931541236,0.8845473809363823,True,0,frame_00.npz,56
6,frame_006.png,transpose,0.0024551437185965017,0.4843041101449478,0.8984547116376206,0.0025282608314648523,0.43391194521645526,0.9009661744155665,True,0,frame_00.npz,57
12,frame_012.png,flip_lr,0.0029234691457786515,0.4895136544146767,0.8900379632938795,0.0030944889248255875,0.38478451937177555,0.9237224739123833,True,0,frame_00.npz,58
13,frame_013.png,flip_lr,0.002603696805025849,0.4900917211902841,0.8960541123570325,0.0027807294971545792,0.36517668237935835,0.9309576263591357,True,0,frame_00.npz,59
0,frame_000.png,flip_lr,0.0023942959945267303,0.4902932054674846,0.9008391027825113,0.0025780352741218,0.34543888561157604,0.9386449274170576,True,0,frame_00.npz,60
14,frame_014.png,flip_lr,0.0023942959945267303,0.4902932054674846,0.9008391027825113,0.0025780352741218,0.34543888561157604,0.9386449274170576,True,0,frame_00.npz,61
3,frame_003.png,rot270,0.0029233353287091597,0.4921722921083618,0.9015535454603502,0.0031084507498796883,0.37845263945513236,0.9257102568797198,True,0,frame_00.npz,62
1,frame_001.png,flip_lr,0.0029956662843526683,0.492615544247158,0.9088895456288264,0.0032490375174571303,0.3303688747381628,0.9457002790608147,True,0,frame_00.npz,63
11,frame_011.png,rot90,0.00293276980670936,0.49299076782785495,0.8707953438983416,0.002890851554439964,0.5143187801686858,0.8752212811336962,False,0,frame_00.npz,64
7,frame_007.png,transpose,0.003019715829908173,0.4981031011518311,0.8967589690221874,0.0031279312929570645,0.43960314968126996,0.8984144100200644,True,0,frame_00.npz,65
5,frame_005.png,flip_lr,0.0019432714026177168,0.49828136472751006,0.8845561771423258,0.002025384164446395,0.4282695263863324,0.9039599134961311,True,0,frame_00.npz,66
2,frame_002.png,rot270,0.003313014992102352,0.5005245443120818,0.9016978053083223,0.0034191522757034414,0.449148681911394,0.8938394647845943,True,0,frame_00.npz,67
7,frame_007.png,rot180,0.0030345967151112433,0.5008715192410838,0.8927205851463375,0.0033382061329722676,0.30573539005255096,0.9522418793558942,True,0,frame_00.npz,68
13,frame_013.png,rot90,0.0025415667550346003,0.5021022275272801,0.864899330698136,0.002513132704308175,0.5184084421379094,0.8808614850640911,False,0,frame_00.npz,69
8,frame_008.png,rot180,0.0024259578583368303,0.5021647656386363,0.8946882715151427,0.0026633091811082772,0.3141308844760297,0.949756829158335,True,0,frame_00.npz,70
11,frame_011.png,rot180,0.002981096011037168,0.5026661290146726,0.903630471695369,0.0032593577936703044,0.3265698357962372,0.9469893722836118,True,0,frame_00.npz,71
6,frame_006.png,rot180,0.002436846728700511,0.503326636377964,0.88767865383406,0.0026484521810535987,0.3435601082249546,0.9391306897619044,True,0,frame_00.npz,72
9,frame_009.png,rot180,0.0033456998899827647,0.5040456716561008,0.8951315719157393,0.0037073020774507446,0.2900122353828433,0.9575701394950458,True,0,frame_00.npz,73
4,frame_004.png,rot180,0.0026189001432532517,0.5042698912841698,0.8714430420456489,0.002753853782655021,0.41887218934851506,0.9116109315339094,True,0,frame_00.npz,74
10,frame_010.png,rot180,0.0018189359975641685,0.5070064527983206,0.8956319527904942,0.0019904487062207413,0.33217642030106614,0.9440822136122604,True,0,frame_00.npz,75
13,frame_013.png,rot180,0.0025662452149299375,0.5072218092047254,0.8977980544537094,0.0028390218095986435,0.30164153238599695,0.9552926690631045,True,0,frame_00.npz,76
12,frame_012.png,rot180,0.0028926890742557183,0.5087115026005089,0.9014531672519064,0.0032041899682819976,0.30092580455471085,0.9559622767859526,True,0,frame_00.npz,77
10,frame_010.png,rot270,0.0017936617801460185,0.50966162464086,0.8767217999663286,0.0018192595428478224,0.4883398313399035,0.8743490700258152,True,0,frame_00.npz,78
12,frame_012.png,rot90,0.002817596231936966,0.514348142781515,0.8578756342155842,0.0028065778481566497,0.5198988160566617,0.8756102393174328,False,0,frame_00.npz,79
8,frame_008.png,transpose,0.0023873375166227114,0.5145290385415217,0.8920805962763328,0.002498923570369697,0.44090877301772846,0.8983318702262155,True,0,frame_00.npz,80
0,frame_000.png,rot180,0.002344883921024834,0.5155178602965387,0.8918421182385607,0.002584294295522041,0.3288983433166813,0.9463278418137494,True,0,frame_00.npz,81
14,frame_014.png,rot180,0.002344883921024834,0.5155178602965387,0.8918421182385607,0.002584294295522041,0.3288983433166813,0.9463278418137494,True,0,frame_00.npz,82
3,frame_003.png,original,0.0028143953394528572,0.5171854432292431,0.8573078113404617,0.0026905452977766886,0.5749196472296214,0.8295091938911467,False,0,frame_00.npz,83
9,frame_009.png,rot270,0.0032712338527758995,0.5184376965863303,0.8738985399421982,0.0033426653013642915,0.4863071957545431,0.8744153733659197,True,0,frame_00.npz,84
2,frame_002.png,original,0.0031790919663816177,0.5243701064822519,0.8516898126606564,0.0030422343683035626,0.5796937878185241,0.8307623677599387,False,0,frame_00.npz,85
2,frame_002.png,rot180,0.003168355333247385,0.5290113561989567,0.8629209367179316,0.003315745931846293,0.4596658311818346,0.8883203535084434,True,0,frame_00.npz,86
1,frame_001.png,rot180,0.0028890078526716914,0.5292732725020919,0.8738142020849144,0.0031693748130697877,0.3655535258003759,0.9311982514801281,True,0,frame_00.npz,87
9,frame_009.png,transpose,0.0032426007519752767,0.5302090502563327,0.8863525463321392,0.003403845804003336,0.4559041241351256,0.8917531812534559,True,0,frame_00.npz,88
10,frame_010.png,transpose,0.0017694669754905127,0.5324161098139729,0.8874382346800508,0.0018525572229990293,0.463242186384889,0.8880815672981799,True,0,frame_00.npz,89
3,frame_003.png,rot180,0.002780301471074226,0.5339671408777695,0.8550637564856378,0.0029019155467233247,0.47033350565195076,0.8841368074026091,True,0,frame_00.npz,90
3,frame_003.png,flip_lr,0.0027899615400023186,0.5340525311651512,0.8860404162001753,0.0030127166071575963,0.4080636005720331,0.9155251810999226,True,0,frame_00.npz,91
13,frame_013.png,rot270,0.002483544386948053,0.5346631912478714,0.8685150321768458,0.0025164771960520735,0.5165265792982481,0.8568643695667552,True,0,frame_00.npz,92
11,frame_011.png,transpose,0.0028606113491177905,0.5394266940400718,0.8897192306759332,0.003032534944852885,0.45077229478597086,0.8963955673216311,True,0,frame_00.npz,93
0,frame_000.png,rot270,0.0022734259225487387,0.542096902314196,0.868300944387714,0.002354549229148073,0.4925198397027444,0.8704145914259425,True,0,frame_00.npz,94
14,frame_014.png,rot270,0.0022734259225487387,0.542096902314196,0.868300944387714,0.002354549229148073,0.4925198397027444,0.8704145914259425,True,0,frame_00.npz,95
1,frame_001.png,rot270,0.0028632289739191326,0.5421610691651453,0.8751527351023045,0.00297358475580425,0.48832686350301985,0.8728156977425633,True,0,frame_00.npz,96
12,frame_012.png,rot270,0.0027594787514087843,0.5427528329272935,0.8593690472900969,0.0027698002615565804,0.5378602884774971,0.844051592042276,True,0,frame_00.npz,97
11,frame_011.png,rot270,0.0028287036612903854,0.5438810658738842,0.8552050300946259,0.002865771776777505,0.5265261610861438,0.8518197153727212,True,0,frame_00.npz,98
2,frame_002.png,transpose,0.0031612018546677834,0.5482758721727338,0.8662965309605566,0.003225119277651104,0.5215725726071953,0.8532521712813289,True,0,frame_00.npz,99
4,frame_004.png,flip_lr,0.0024654882190480146,0.5564278749930467,0.8619246976372357,0.0026569490069233968,0.4452219432309391,0.8961943614653913,True,0,frame_00.npz,100
1,frame_001.png,transpose,0.0027257390299897637,0.5885644847009216,0.8504076039409068,0.0028382372884184007,0.5397628883676079,0.8431804352106896,True,0,frame_00.npz,101
0,frame_000.png,transpose,0.002174018121342478,0.5927755316145101,0.8552718273142734,0.0022829692629314884,0.5336129509651547,0.8495751026767323,True,0,frame_00.npz,102
14,frame_014.png,transpose,0.002174018121342478,0.5927755316145101,0.8552718273142734,0.0022829692629314884,0.5336129509651547,0.8495751026767323,True,0,frame_00.npz,103
12,frame_012.png,transpose,0.0026121934419946913,0.6003150151969565,0.8518093326498527,0.0028283512000348227,0.500141487540985,0.8719116925257981,True,0,frame_00.npz,104
13,frame_013.png,transpose,0.0023237751704898646,0.6064122202842853,0.8442304847799798,0.0024749461123151515,0.531786940039228,0.8514891828041423,True,0,frame_00.npz,105
7,frame_007.png,original,0.0034097528914742684,0.31986062400106763,0.9478469031893059,0.0031312688591163514,0.4929060691296561,0.8931015184420125,False,1,frame_01.npz,1
9,frame_009.png,original,0.0037504669682054148,0.33210233305261294,0.9442929386100571,0.003428244144745648,0.5065607990498047,0.8888586115744365,False,1,frame_01.npz,2
6,frame_006.png,original,0.0027244473276262673,0.33763590518942677,0.9413346066708725,0.0025239189026965555,0.48951357987211364,0.8927197537423676,False,1,frame_01.npz,3
8,frame_008.png,original,0.002704683905315816,0.34320783176453307,0.9400716645822972,0.0024967620387958043,0.4982138930805945,0.8929206360818724,False,1,frame_01.npz,4
12,frame_012.png,original,0.0032189128330223516,0.35886781363857106,0.9367486358023998,0.002916749542252123,0.5335475327077616,0.8802571810180799,False,1,frame_01.npz,5
1,frame_001.png,flip_ud,0.0032763175843981236,0.3749974025892195,0.9295948327337012,0.0030617464146106364,0.4995006945447729,0.9001267830697877,False,1,frame_01.npz,6
11,frame_011.png,original,0.003276373352852219,0.3784243303687833,0.9284120483605408,0.0030108926127525625,0.5257658755270725,0.8849965897820997,False,1,frame_01.npz,7
10,frame_010.png,original,0.002001331242296603,0.38239497579066534,0.9256089372786516,0.0018412115423624155,0.5266649582781103,0.8797746236717922,False,1,frame_01.npz,8
13,frame_013.png,original,0.002823595987982703,0.3825306222040752,0.9267966892606416,0.0025740822992156784,0.5390145739197385,0.8726043761329848,False,1,frame_01.npz,9
6,frame_006.png,flip_ud,0.0026676918301724362,0.38667772459762645,0.9225781206181017,0.0025592009508718164,0.46614210315646315,0.8989587176751304,False,1,frame_01.npz,10
3,frame_003.png,rot90,0.0031721260884935215,0.39177891469999115,0.9204806955808593,0.0030179949549065553,0.4834817844438973,0.9038195481682851,False,1,frame_01.npz,11
0,frame_000.png,flip_ud,0.0025928217992994317,0.39339874448429746,0.9198611335935536,0.002430415961096892,0.5072792068009784,0.8888079716235943,False,1,frame_01.npz,12
14,frame_014.png,flip_ud,0.0025928217992994317,0.39339874448429746,0.9198611335935536,0.002430415961096892,0.5072792068009784,0.8888079716235943,False,1,frame_01.npz,13
5,frame_005.png,original,0.0021572138854576155,0.39350910980135223,0.9200494485440358,0.002059876227970599,0.47895548423858564,0.8904641817151006,False,1,frame_01.npz,14
13,frame_013.png,flip_ud,0.002806550689594565,0.40280866560722084,0.9152991675479928,0.0026396992885968423,0.5088250975560742,0.8842240986176917,False,1,frame_01.npz,15
7,frame_007.png,flip_ud,0.0032885891684306286,0.40740513435625597,0.9135836301189114,0.003143974651207922,0.48756300844342354,0.8866648598629379,False,1,frame_01.npz,16
0,frame_000.png,original,0.0025636899279818095,0.40832850275815463,0.9158409018399766,0.002322268374526545,0.5623875499973114,0.8566551849681727,False,1,frame_01.npz,17
14,frame_014.png,original,0.0025636899279818095,0.40832850275815463,0.9158409018399766,0.002322268374526545,0.5623875499973114,0.8566551849681727,False,1,frame_01.npz,18
2,frame_002.png,flip_ud,0.0035724875702073853,0.4112459949394701,0.9153281470524365,0.0034730814597483148,0.46337782812504463,0.9241677425328422,False,1,frame_01.npz,19
3,frame_003.png,flip_ud,0.003083786376815183,0.4143976675423395,0.9134249853472377,0.0029853057800645964,0.47305660313922265,0.9173153683857145,False,1,frame_01.npz,20
4,frame_004.png,rot90,0.002816237563598916,0.42031979737252373,0.9074197886666149,0.002744491367875728,0.46699527588656004,0.9023706556363694,False,1,frame_01.npz,21
12,frame_012.png,flip_ud,0.003116758328472472,0.4239743035429429,0.9059719770767674,0.002934500724252168,0.5223790054430438,0.8705004747283981,False,1,frame_01.npz,22
5,frame_005.png,transpose,0.0021136188728896614,0.42788079747910535,0.9169046749381227,0.002142592595593166,0.4006640258022755,0.9174852145054762,True,1,frame_01.npz,23
9,frame_009.png,flip_ud,0.0036013166215952833,0.4300492784921223,0.9031451319053638,0.003444556790580401,0.50433570580971,0.8793905276429553,False,1,frame_01.npz,24
4,frame_004.png,flip_ud,0.0027391141216405006,0.43757579667116303,0.900620721752993,0.002646232506701656,0.4953546167449259,0.8962395709175094,False,1,frame_01.npz,25
8,frame_008.png,flip_ud,0.002581901549119088,0.437892770463858,0.8995416920104342,0.00249388879884523,0.4958978561294324,0.8809813326058974,False,1,frame_01.npz,26
1,frame_001.png,original,0.0031404727685181363,0.4384062242211501,0.8997309874812918,0.0028232478220982784,0.5891964435842785,0.8302539271054475,False,1,frame_01.npz,27
4,frame_004.png,transpose,0.002824326293953646,0.44249634425020196,0.9091018014258888,0.0028324574682004047,0.4372251338387689,0.9010090880148763,True,1,frame_01.npz,28
5,frame_005.png,flip_ud,0.0020605184606956694,0.44458739133776487,0.8957660866855062,0.002029699523029584,0.4706161211244103,0.898368180888237,False,1,frame_01.npz,29
4,frame_004.png,original,0.00278598264462387,0.44605284354043717,0.897353428991807,0.0025823777715457377,0.5583613566086192,0.837524408511559,False,1,frame_01.npz,30
11,frame_011.png,flip_ud,0.003131545806239004,0.4544544178701824,0.8916209579594413,0.003006101824654017,0.5184839145666874,0.8690579717758369,False,1,frame_01.npz,31
7,frame_007.png,rot90,0.0031673063923278386,0.4629634819578587,0.8869587579174011,0.003214359850207295,0.4368273560202724,0.91487760273863,True,1,frame_01.npz,32
8,frame_008.png,flip_lr,0.0025400969660597274,0.46659572562594853,0.8963904041882482,0.0026616051360371356,0.3756039354664041,0.9274951512656687,True,1,frame_01.npz,33
7,frame_007.png,flip_lr,0.0031791343349006833,0.4696518378341018,0.8960253212111403,0.003346591843782374,0.36918736089187676,0.9298572672483684,True,1,frame_01.npz,34
10,frame_010.png,flip_ud,0.0019053357952765288,0.47007338352347633,0.8832586179624183,0.0018406000837734983,0.5225001724618294,0.8679835506348265,False,1,frame_01.npz,35
3,frame_003.png,transpose,0.0030418421217232546,0.4707124903493012,0.9014529403768148,0.002977999185588318,0.5038879817524761,0.8640123018705795,False,1,frame_01.npz,36
4,frame_004.png,rot270,0.002734989890571592,0.4727464709223055,0.8983374877057468,0.0028616022007261275,0.3872082884411675,0.9221296822289639,True,1,frame_01.npz,37
7,frame_007.png,rot270,0.0031468951772460974,0.47373911338501273,0.894894769020271,0.0031561379950187604,0.46889888123538903,0.8842783167141481,True,1,frame_01.npz,38
2,frame_002.png,flip_lr,0.003449069564491994,0.47491040573593607,0.9180418877675469,0.0035773045124791853,0.4085108841733754,0.9166806882548605,True,1,frame_01.npz,39
8,frame_008.png,rot90,0.002507041532560882,0.4757713519874557,0.8798187596189453,0.002569361699066228,0.43291787072855775,0.917155260942859,True,1,frame_01.npz,40
2,frame_002.png,rot90,0.003455958000069767,0.4759185834236203,0.8805205421138222,0.0034044581721194263,0.4993794020719489,0.901777010478013,False,1,frame_01.npz,41
6,frame_006.png,flip_lr,0.0025412293376723453,0.4777476489311953,0.8921599565153125,0.0026745121839820843,0.38100569919592386,0.925082377247483,True,1,frame_01.npz,42
9,frame_009.png,flip_lr,0.003500966871211172,0.47930394577055735,0.8921886990330762,0.003660417767902534,0.39745575448716564,0.9180825411051223,True,1,frame_01.npz,43
9,frame_009.png,rot90,0.0034392473718430315,0.4828561558429223,0.8758252318713053,0.003461323685601765,0.4725185154048154,0.8990893594156433,True,1,frame_01.npz,44
6,frame_006.png,rot90,0.0025093653425387907,0.483180073089353,0.8769113756774252,0.002514714067703947,0.4797830188799965,0.8902448761825192,True,1,frame_01.npz,45
5,frame_005.png,rot90,0.0020097293396120403,0.48344258694483744,0.8770000315208303,0.0019996912796930166,0.4912762741940542,0.8813536071171277,False,1,frame_01.npz,46
5,frame_005.png,rot270,0.002007851309279379,0.48492082042845697,0.8834148046355789,0.002040487455255541,0.4583469436566785,0.8910579053565842,True,1,frame_01.npz,47
5,frame_005.png,rot180,0.002052124702020014,0.4849609776173444,0.8857472790530269,0.0021544782391836113,0.39622165079618255,0.9188672957236568,True,1,frame_01.npz,48
8,frame_008.png,rot270,0.0024908301885915793,0.48613914294074145,0.8885834264415338,0.0024745051641602168,0.49629498071949396,0.8686847798316139,False,1,frame_01.npz,49
6,frame_006.png,transpose,0.002516928616163316,0.4864677589432186,0.8951366767175571,0.002562749911627222,0.4567318377317348,0.8896084436944394,True,1,frame_01.npz,50
6,frame_006.png,rot270,0.002497042188890296,0.49089022796665194,0.8825475944044722,0.002515629083224418,0.4791987388256025,0.8799274875366556,True,1,frame_01.npz,51
10,frame_010.png,rot90,0.0018628158094000987,0.4923364710771816,0.8711070281894572,0.0018736788221413313,0.4832530296377571,0.8915506498852083,True,1,frame_01.npz,52
10,frame_010.png,flip_lr,0.00187605638289994,0.49469976297365414,0.8823724570205799,0.0019417257330213485,0.4369524569108099,0.9003332209059282,True,1,frame_01.npz,53
7,frame_007.png,transpose,0.003101614148147981,0.49728493589374295,0.8945105450204668,0.0031587238824686524,0.46831403877101274,0.8839644410109679,True,1,frame_01.npz,54
11,frame_011.png,flip_lr,0.0030420908066653863,0.5012120956448184,0.877375174421756,0.003203429572033966,0.41192584371968316,0.9122805980461586,True,1,frame_01.npz,55
1,frame_001.png,flip_lr,0.0030565598295740244,0.5020373238115913,0.8986376522445126,0.0032805704078137845,0.3720088384142082,0.9308660217680882,True,1,frame_01.npz,56
0,frame_000.png,flip_lr,0.0024344378280798692,0.5048487077426177,0.8889677283372782,0.002612467255330676,0.3767035325822075,0.9268210420590964,True,1,frame_01.npz,57
14,frame_014.png,flip_lr,0.0024344378280798692,0.5048487077426177,0.8889677283372782,0.002612467255330676,0.3767035325822075,0.9268210420590964,True,1,frame_01.npz,58
0,frame_000.png,rot90,0.0023975562437797966,0.5050935769829956,0.8630740666041681,0.0023895722331847553,0.5099728006800526,0.8886670010686957,False,1,frame_01.npz,59
14,frame_014.png,rot90,0.0023975562437797966,0.5050935769829956,0.8630740666041681,0.0023895722331847553,0.5099728006800526,0.8886670010686957,False,1,frame_01.npz,60
3,frame_003.png,rot270,0.002975069285935645,0.505367795416011,0.8908799060027718,0.0031426595545468237,0.4112717740409571,0.9117166418108066,True,1,frame_01.npz,61
