gt_index,gt_name,orientation,best_flux_scale,scaled_rel_residual,complex_corr,conj_best_flux_scale,conj_scaled_rel_residual,conj_complex_corr,conjugate_better_scaled,obs_frame_index,obs_name,rank
2,frame_002.png,rot270,0.0033888156284169677,0.5062229993141635,0.8961573890853691,0.0034456438948997467,0.48073750510084634,0.8773863102465589,True,1,frame_01.npz,62
5,frame_005.png,flip_lr,0.001983446109115932,0.5065151209692544,0.8771404482078528,0.0020468587302701013,0.45635574929016604,0.8899180312794344,True,1,frame_01.npz,63
13,frame_013.png,flip_lr,0.0026423566328814016,0.5073560162337933,0.8833170984916515,0.002816952600477452,0.39501069376633746,0.9186846090941021,True,1,frame_01.npz,64
1,frame_001.png,rot90,0.003014571323533304,0.507691647016501,0.8622452688905463,0.0029792195494017736,0.5244591447309946,0.8868830908788141,False,1,frame_01.npz,65
12,frame_012.png,flip_lr,0.002956482159910481,0.5118063720937618,0.8749019062894591,0.003142444451334087,0.4076502494921844,0.9135225055131392,True,1,frame_01.npz,66
8,frame_008.png,transpose,0.002450125758436296,0.5149452891840379,0.8884965092916299,0.002517699451161904,0.47336759246306503,0.8819234094934922,True,1,frame_01.npz,67
8,frame_008.png,rot180,0.002462717814026142,0.5182460384332133,0.8810486510715091,0.0027064765386847524,0.34149933100805985,0.9405839868694049,True,1,frame_01.npz,68
11,frame_011.png,rot180,0.0030258958537619273,0.518845551396769,0.8895186989866667,0.00330854361623628,0.35538269937065653,0.9371190784405113,True,1,frame_01.npz,69
7,frame_007.png,rot180,0.0030758708820511666,0.5191401151126322,0.87790173583981,0.0033894744282236787,0.33609006592894713,0.9421753160809728,True,1,frame_01.npz,70
10,frame_010.png,rot270,0.0018288844454659996,0.5193683853201441,0.8695062947617412,0.0018362407159706316,0.5136702491462878,0.8595237976041255,True,1,frame_01.npz,71
9,frame_009.png,rot180,0.003392820074342079,0.5214283318057071,0.8804136953143782,0.0037760215090941983,0.31325110350742774,0.9505699838739735,True,1,frame_01.npz,72
6,frame_006.png,rot180,0.002468153137806942,0.5223535598034857,0.872960807290879,0.002680567789974997,0.3772370686416377,0.9261803563099605,True,1,frame_01.npz,73
11,frame_011.png,rot90,0.002950805286702344,0.52237073688579,0.8532879064634066,0.0029648852291443584,0.515670006040834,0.8724619581635106,True,1,frame_01.npz,74
3,frame_003.png,original,0.0028763528614991827,0.5232225385002801,0.852974783439056,0.002699654256632634,0.6002073771695395,0.8099450430068279,False,1,frame_01.npz,75
9,frame_009.png,rot270,0.0033453737405748874,0.5238709930590926,0.8685663960608467,0.0033657573798658736,0.5153368763407669,0.8574441891799265,True,1,frame_01.npz,76
9,frame_009.png,transpose,0.0033439751819531334,0.5239190893975834,0.8867258206395227,0.0034254147964872836,0.4885924902199334,0.8746379745220337,True,1,frame_01.npz,77
10,frame_010.png,rot180,0.0018442779036207,0.5243730084765122,0.8810989621935297,0.00202539014486437,0.35436609605010866,0.9363540000243887,True,1,frame_01.npz,78
13,frame_013.png,rot180,0.0026019066393791106,0.5245150517058935,0.8824101757762428,0.0029010709950781856,0.3143886934686182,0.9518598363181318,True,1,frame_01.npz,79
12,frame_012.png,rot180,0.0029327136881509017,0.5261379959309316,0.8858146477009482,0.003258575844714708,0.327389479860416,0.947900367014408,True,1,frame_01.npz,80
3,frame_003.png,flip_lr,0.002875049189526424,0.5292069326918998,0.8844649069844437,0.0030269589762907576,0.44941152147893676,0.896659691417306,True,1,frame_01.npz,81
13,frame_013.png,rot90,0.0025565824616634405,0.5311703738720797,0.8473345077225413,0.002577095449043715,0.5201693422333239,0.8780521709363929,True,1,frame_01.npz,82
2,frame_002.png,original,0.003244816652814171,0.5319040163123138,0.8468131507831678,0.0030505124848513804,0.6051692998950721,0.8103414929897437,False,1,frame_01.npz,83
10,frame_010.png,transpose,0.0018162418547907659,0.5325532358671237,0.8841720800248672,0.0018628132892319713,0.4963902089032689,0.8702698723198989,True,1,frame_01.npz,84
11,frame_011.png,transpose,0.0029514817088747173,0.5328164579567319,0.8902139464649935,0.0030478097099332613,0.4861966777360366,0.8781242685466799,True,1,frame_01.npz,85
0,frame_000.png,rot180,0.0023713029644115385,0.535818516636436,0.8742754105134013,0.002640294544978167,0.340868128877004,0.9429111800174594,True,1,frame_01.npz,86
14,frame_014.png,rot180,0.0023713029644115385,0.535818516636436,0.8742754105134013,0.002640294544978167,0.340868128877004,0.9429111800174594,True,1,frame_01.npz,87
4,frame_004.png,rot180,0.0026225908254360344,0.5386706381263272,0.8488555414376924,0.0028181096756038676,0.42471406056583555,0.907839393911073,True,1,frame_01.npz,88
13,frame_013.png,rot270,0.0025369827045257304,0.5413931415566803,0.8632087678724356,0.00253954062133571,0.5400744043321108,0.8422643504860395,True,1,frame_01.npz,89
12,frame_012.png,rot90,0.0028285681628497225,0.5448135773690304,0.8387684023999894,0.0028832279755134273,0.5190207520996413,0.8741787048263676,True,1,frame_01.npz,90
1,frame_001.png,rot270,0.002930773984520544,0.5462989257414943,0.8709564224077183,0.0030035702305055544,0.5129895830793938,0.8585550673193684,True,1,frame_01.npz,91
0,frame_000.png,rot270,0.002326016839456074,0.5467252628321726,0.8641829527321998,0.002380836196346655,0.5152403044468775,0.8571810483026339,True,1,frame_01.npz,92
14,frame_014.png,rot270,0.002326016839456074,0.5467252628321726,0.8641829527321998,0.002380836196346655,0.5152403044468775,0.8571810483026339,True,1,frame_01.npz,93
12,frame_012.png,rot270,0.0028210516636393585,0.5482281015746397,0.8545026287314257,0.002788409287525298,0.5627139378307658,0.8276899549100912,False,1,frame_01.npz,94
2,frame_002.png,transpose,0.003236981051914528,0.5511289654842217,0.8623318418058527,0.003253015021919286,0.5448196172791123,0.8385900999615339,True,1,frame_01.npz,95
11,frame_011.png,rot270,0.002882446094247274,0.5533269362688078,0.8475222595561305,0.0028856311324577492,0.5519388731147213,0.8354496039854277,True,1,frame_01.npz,96
2,frame_002.png,rot180,0.0031866143252329954,0.5553518303073132,0.8435054823565623,0.0034090715535736705,0.4566031150619941,0.8896836086828749,True,1,frame_01.npz,97
1,frame_001.png,rot180,0.0029050991684475766,0.5556519738220402,0.852669461942331,0.003249009173831694,0.3679662548019954,0.9307512656314669,True,1,frame_01.npz,98
4,frame_004.png,flip_lr,0.002529946730688485,0.5569929921634152,0.8574545219729454,0.0026713799444290963,0.4805887030198862,0.8780959311654608,True,1,frame_01.npz,99
3,frame_003.png,rot180,0.0027893563044093556,0.5630526243047727,0.8342059377287926,0.0029824886419295544,0.4681639169532726,0.8845337464139279,True,1,frame_01.npz,100
1,frame_001.png,transpose,0.002795362884187382,0.5894913627761337,0.8474855575071049,0.0028614636810615395,0.5623845826956869,0.8280534839582168,True,1,frame_01.npz,101
0,frame_000.png,transpose,0.00223361114616956,0.5917962344777368,0.8528443831657264,0.0022924970868032353,0.5617030202570495,0.8311471767460695,True,1,frame_01.npz,102
14,frame_014.png,transpose,0.00223361114616956,0.5917962344777368,0.8528443831657264,0.0022924970868032353,0.5617030202570495,0.8311471767460695,True,1,frame_01.npz,103
12,frame_012.png,transpose,0.002700177897114418,0.5929274135142183,0.8527853335177321,0.0028351716423746557,0.5339529537375594,0.8520534368074413,True,1,frame_01.npz,104
13,frame_013.png,transpose,0.002389618403953197,0.6045593746726514,0.8417132937298435,0.0024807042083525173,0.5623154635207039,0.8317763478402804,True,1,frame_01.npz,105
9,frame_009.png,original,0.003773756718667753,0.3497860876883083,0.9394320614487705,0.003487821520574701,0.50030956772418,0.8859813918091923,False,2,frame_02.npz,1
7,frame_007.png,original,0.0034101424343684697,0.3538658170486777,0.9368594102314277,0.0032011496756700598,0.4787046964992817,0.8951007493740817,False,2,frame_02.npz,2
8,frame_008.png,original,0.00271085560490121,0.3696308053994362,0.9314579066542865,0.00254540125193235,0.4886726487655324,0.892136983569113,False,2,frame_02.npz,3
12,frame_012.png,original,0.003232447111907752,0.379441346819317,0.9308616670000206,0.00294049198165957,0.540023158648012,0.8685475732712147,False,2,frame_02.npz,4
6,frame_006.png,original,0.002708814149282811,0.3827779556400153,0.9246679254636699,0.0025872757557745935,0.47051923858180983,0.8978659104644473,False,2,frame_02.npz,5
13,frame_013.png,original,0.0028577556207011476,0.3844502775442028,0.9281317166526014,0.0025815405840521346,0.5518861254036156,0.8574329424215598,False,2,frame_02.npz,6
10,frame_010.png,original,0.0020097795609112135,0.40130965348324354,0.9191992881577034,0.0018589142940494564,0.531295308217468,0.8702991770076683,False,2,frame_02.npz,7
11,frame_011.png,original,0.0032829157967592467,0.40238280989166847,0.9203365526546796,0.003034445026749839,0.5328922188720696,0.8731708979389778,False,2,frame_02.npz,8
6,frame_006.png,flip_ud,0.002675344910008073,0.40816496318288537,0.9129081921968747,0.0025885459599777985,0.46882744330481624,0.8933615033570184,False,2,frame_02.npz,9
1,frame_001.png,flip_ud,0.0032690370616215245,0.4085163178890689,0.9177042057983091,0.003098841145696773,0.501374380699465,0.8917517329564828,False,2,frame_02.npz,10
0,frame_000.png,original,0.0025866474861291604,0.41631543978771973,0.9144580995685945,0.00231523020322073,0.5811231433786549,0.8373250797533438,False,2,frame_02.npz,11
14,frame_014.png,original,0.0025866474861291604,0.41631543978771973,0.9144580995685945,0.00231523020322073,0.5811231433786549,0.8373250797533438,False,2,frame_02.npz,12
0,frame_000.png,flip_ud,0.0025959951234841754,0.418040718410804,0.9102112692218131,0.0024534176105817716,0.5127541320525529,0.8797214375201904,False,2,frame_02.npz,13
14,frame_014.png,flip_ud,0.0025959951234841754,0.418040718410804,0.9102112692218131,0.0024534176105817716,0.5127541320525529,0.8797214375201904,False,2,frame_02.npz,14
7,frame_007.png,flip_ud,0.0033135017502769655,0.4184800181694416,0.9082261638570956,0.0031419109750056746,0.5082777130888708,0.8707265771717617,False,2,frame_02.npz,15
5,frame_005.png,original,0.002156893547671717,0.42037615609560774,0.9073835504198665,0.0020823642935582547,0.48231586986833375,0.8852694851598599,False,2,frame_02.npz,16
3,frame_003.png,rot90,0.003164095731200569,0.42401804429617673,0.9070553509561764,0.003074087981853257,0.47517562108910233,0.9016101233997269,False,2,frame_02.npz,17
4,frame_004.png,rot90,0.0028457095537434943,0.4256263519312809,0.9050227863493276,0.0027648703212019812,0.47646549823094314,0.8925206418767123,False,2,frame_02.npz,18
5,frame_005.png,transpose,0.0021419945641971763,0.42738321730196077,0.9128891011097909,0.0021623892089988658,0.4086782544085274,0.9129969454706598,True,2,frame_02.npz,19
13,frame_013.png,flip_ud,0.0028043131478087276,0.4304459873640597,0.9031892515902208,0.0026658810593612066,0.5135501296611462,0.8762635441110712,False,2,frame_02.npz,20
8,frame_008.png,flip_ud,0.0026179849060835847,0.4362624559591136,0.8998446692320655,0.0024774844662317306,0.5243083274987014,0.8603900422174353,False,2,frame_02.npz,21
2,frame_002.png,flip_ud,0.003569597989917006,0.43854919228035605,0.905286204791332,0.0035171025412290293,0.46465736414762493,0.9154551838603252,False,2,frame_02.npz,22
4,frame_004.png,transpose,0.0028642088765651478,0.44072627617082843,0.9058783257174896,0.0028298616865632003,0.4620053116028529,0.8874482167661053,False,2,frame_02.npz,23
1,frame_001.png,original,0.0031673225770837287,0.44614070835445835,0.8974452698003392,0.0028019684019851025,0.6108739414161486,0.80943255590886,False,2,frame_02.npz,24
9,frame_009.png,flip_ud,0.0036161356974458935,0.44652265057990115,0.8947723484132548,0.003435107912742072,0.5268165233688051,0.8617983215011525,False,2,frame_02.npz,25
12,frame_012.png,flip_ud,0.003117431121007275,0.44783919002961714,0.8941197880854137,0.0029499842272907723,0.5330424820600822,0.8597416499690796,False,2,frame_02.npz,26
3,frame_003.png,flip_ud,0.0030644335647631274,0.45135175592078713,0.8984369423768526,0.003086114180317115,0.4386471207196456,0.9271422687004856,True,2,frame_02.npz,27
11,frame_011.png,flip_ud,0.003157837380302795,0.46233897366964855,0.886808087870481,0.0030052555140525124,0.5365648047871355,0.8543615927607123,False,2,frame_02.npz,28
2,frame_002.png,flip_lr,0.003518670949097026,0.4639040813805479,0.9157526524206437,0.0035616464680700436,0.44262815809422545,0.9032824292562024,True,2,frame_02.npz,29
7,frame_007.png,rot270,0.0032046964845334007,0.4655175716211135,0.8949805027839376,0.0031567785177423996,0.48985278175649355,0.8720773389029174,False,2,frame_02.npz,30
4,frame_004.png,original,0.0027891970364494465,0.4666073089933463,0.88525974911665,0.002584427765874145,0.5730341225655802,0.8253152919567632,False,2,frame_02.npz,31
6,frame_006.png,transpose,0.0025731133659251744,0.47215470463743114,0.8978064020435892,0.002570395094801182,0.47388924010481076,0.880904512450976,False,2,frame_02.npz,32
5,frame_005.png,flip_ud,0.002053764249959154,0.47250123704046104,0.8815029783137517,0.0020712420066325444,0.45823666206598523,0.9005976278086067,True,2,frame_02.npz,33
4,frame_004.png,rot270,0.0027708983241382444,0.4729113804934893,0.8932766280528189,0.002885014600506036,0.397972135464277,0.9174269078688841,True,2,frame_02.npz,34
8,frame_008.png,rot270,0.002543684486415847,0.4735903465101429,0.8911185020572604,0.00245928964548012,0.5243160945888571,0.8515869725993247,False,2,frame_02.npz,35
3,frame_003.png,transpose,0.0030736072910359092,0.4748131612279258,0.8937501818505874,0.002994417924451378,0.5146309431785691,0.8574185030009613,False,2,frame_02.npz,36
7,frame_007.png,rot90,0.003179623857558842,0.47845082279161844,0.8781644807260675,0.0032684387873200614,0.4303915363503515,0.9135252337358084,True,2,frame_02.npz,37
4,frame_004.png,flip_ud,0.0027092790667069037,0.47917985388217776,0.8809974915251987,0.0027459902066266076,0.45672111103011964,0.9108022453882492,True,2,frame_02.npz,38
7,frame_007.png,transpose,0.0031752154337343825,0.48128890916590694,0.8973827006177268,0.00315209705241708,0.49273418759313337,0.8714207666675481,False,2,frame_02.npz,39
6,frame_006.png,flip_lr,0.0025684868196460425,0.48150199685181444,0.8858397421809862,0.0026701460573351596,0.41210981229532867,0.911155650865912,True,2,frame_02.npz,40
8,frame_008.png,flip_lr,0.002544497253515807,0.484915061043678,0.8823287492255565,0.0027068121062265014,0.3666727467758577,0.9304317665821877,True,2,frame_02.npz,41
10,frame_010.png,flip_ud,0.0019114934332687917,0.4858248574602886,0.8741052926037745,0.0018317063157173676,0.5463262764589064,0.8492957602905222,False,2,frame_02.npz,42
7,frame_007.png,flip_lr,0.0031876035256231203,0.48643371398693913,0.8824758942220284,0.0033749376644964324,0.37980761341181585,0.9250888234330216,True,2,frame_02.npz,43
5,frame_005.png,rot180,0.0020667982604759844,0.49402245566633485,0.8773578670602602,0.002146274104395414,0.42988721206480884,0.9029288162762374,True,2,frame_02.npz,44
5,frame_005.png,rot90,0.00202128930021385,0.4948876561521495,0.8694961359784057,0.002002416665752985,0.5088696665898201,0.8681740199538795,False,2,frame_02.npz,45
8,frame_008.png,rot90,0.0025034158838354303,0.49865190871638043,0.8668057431686027,0.0026268986256020037,0.41557709234427104,0.9207557610507693,True,2,frame_02.npz,46
6,frame_006.png,rot270,0.002515892495846964,0.49960756960224056,0.8739787533843488,0.002529158695422855,0.49160276977905815,0.871870217027062,True,2,frame_02.npz,47
9,frame_009.png,transpose,0.0034455329835445195,0.4997284720378103,0.8937769433911791,0.0033962030318590423,0.5206324427529901,0.8574448640243973,False,2,frame_02.npz,48
6,frame_006.png,rot90,0.0025153899198377414,0.4999074826238848,0.866532561192523,0.0025374845452311224,0.48648980110420065,0.8828672892515402,True,2,frame_02.npz,49
9,frame_009.png,flip_lr,0.003499838371536591,0.5000511721031502,0.8762608592959955,0.00368971353725821,0.40800802004354614,0.9129888457227006,True,2,frame_02.npz,50
3,frame_003.png,rot270,0.0030248389065501563,0.500399729872446,0.8872013174903918,0.003116707954030875,0.451857721059832,0.8930048278825229,True,2,frame_02.npz,51
1,frame_001.png,flip_lr,0.0030998773646322875,0.50087475738272,0.8917858351860045,0.003259333002369026,0.414517070374718,0.9149537513930982,True,2,frame_02.npz,52
2,frame_002.png,rot90,0.0034454614318321507,0.5015380895991614,0.8673285387530508,0.0034418990116243824,0.5030779147551272,0.8923828931160401,False,2,frame_02.npz,53
3,frame_003.png,flip_lr,0.0029703303264310113,0.5018687753881117,0.8935431873903256,0.0029718907748792944,0.5010848339118017,0.8711140137213905,True,2,frame_02.npz,54
5,frame_005.png,rot270,0.0020109135167843736,0.502639023698371,0.8702132733465285,0.0020649074317281597,0.46040592565155575,0.8887307787419142,True,2,frame_02.npz,55
8,frame_008.png,transpose,0.0025033069406682406,0.502895174371554,0.8886853605904392,0.0025017514275324864,0.5038171637122141,0.8659748113048134,False,2,frame_02.npz,56
5,frame_005.png,flip_lr,0.0020141414139588395,0.5029307750573339,0.8749437901024524,0.002033380021964717,0.48846669113956337,0.8726060595193015,True,2,frame_02.npz,57
2,frame_002.png,rot270,0.0034314548509646187,0.5075563035833344,0.888335027891503,0.0034445630262858883,0.5019270133846974,0.8662821220527107,True,2,frame_02.npz,58
0,frame_000.png,flip_lr,0.0024616094584074704,0.5079236252709018,0.8812058007394902,0.002607349612086385,0.4092960894078236,0.9141167787193907,True,2,frame_02.npz,59
14,frame_014.png,flip_lr,0.0024616094584074704,0.5079236252709018,0.8812058007394902,0.002607349612086385,0.4092960894078236,0.9141167787193907,True,2,frame_02.npz,60
11,frame_011.png,transpose,0.003041344102019881,0.5094126115524901,0.8961170813101046,0.00301826861528561,0.5202838681176988,0.860412797415883,False,2,frame_02.npz,61
8,frame_008.png,rot180,0.0025089701440751543,0.5103277195132562,0.8794109088479009,0.0026872845809092953,0.3893273702892734,0.9230835973028408,True,2,frame_02.npz,62
7,frame_007.png,rot180,0.0031353522026070072,0.5104123708972906,0.8771708343071147,0.003349907732462677,0.3947799733638429,0.9201647586622453,True,2,frame_02.npz,63
9,frame_009.png,rot180,0.003458624379412415,0.512648706232011,0.8788619214241076,0.003760171696786982,0.35868897089251295,0.9357584269409726,True,2,frame_02.npz,64
13,frame_013.png,flip_lr,0.0026660966648221736,0.5134341617504246,0.8746326927414604,0.0028080491062274873,0.4279153439220487,0.9043074325852579,True,2,frame_02.npz,65
9,frame_009.png,rot90,0.00341391538548369,0.513963971299936,0.8578374495778579,0.0035521716605199107,0.4509458394435411,0.9053912413386861,True,2,frame_02.npz,66
9,frame_009.png,rot270,0.0034111264163043968,0.5151317800721427,0.8692447655345693,0.0033262560930260193,0.5490558048075279,0.8358501996480453,False,2,frame_02.npz,67
6,frame_006.png,rot180,0.002511829697781039,0.5158832893312175,0.8718335143888871,0.002633198677066831,0.4398898481592306,0.8988056241128246,True,2,frame_02.npz,68
11,frame_011.png,flip_lr,0.003050374316550474,0.5161001795340534,0.864991919648603,0.003239253132519177,0.4155630952768405,0.9097655052909817,True,2,frame_02.npz,69
10,frame_010.png,rot270,0.0018557964425023649,0.5173585500167601,0.8663818816538214,0.0018261939660953923,0.5392932132899078,0.8428153360834877,False,2,frame_02.npz,70
10,frame_010.png,rot90,0.0018555072374503516,0.5175790813632606,0.8557734412647745,0.0019103976028763696,0.4732147086432449,0.892391345355687,True,2,frame_02.npz,71
10,frame_010.png,flip_lr,0.001869526046931287,0.5188487984055943,0.8643829627400225,0.0019623301440430114,0.44141726754784727,0.897429688257692,True,2,frame_02.npz,72
0,frame_000.png,rot90,0.0024033527580855896,0.5208765660708721,0.8538908290435133,0.0024456178216478853,0.4954370003445479,0.8904824369513986,True,2,frame_02.npz,73
14,frame_014.png,rot90,0.0024033527580855896,0.5208765660708721,0.8538908290435133,0.0024456178216478853,0.4954370003445479,0.8904824369513986,True,2,frame_02.npz,74
11,frame_011.png,rot180,0.003057894755201605,0.5223645073152612,0.8795066817023026,0.0033061658138249695,0.38729704712337687,0.9262664137062511,True,2,frame_02.npz,75
10,frame_010.png,transpose,0.0018497136027119064,0.5255757028912943,0.8809310351039975,0.0018517600598062021,0.5240490688547654,0.8552573734242416,True,2,frame_02.npz,76
12,frame_012.png,flip_lr,0.002965619876648168,0.5258570574127662,0.8622469252917132,0.0031453363688555597,0.4314901298411257,0.9021182105042576,True,2,frame_02.npz,77
13,frame_013.png,rot180,0.0026327266481780574,0.5260490895162757,0.8737157610011754,0.00292425788322792,0.32814305645291125,0.9492225807563499,True,2,frame_02.npz,78
10,frame_010.png,rot180,0.0018655187180714405,0.5264653070087484,0.8727341098866273,0.0020270221120618505,0.3828739073090801,0.926469572398811,True,2,frame_02.npz,79
1,frame_001.png,rot90,0.0030131402195215508,0.5274145654692556,0.8511702237837828,0.0030350258551392097,0.5173413854981098,0.8840276245990787,True,2,frame_02.npz,80
12,frame_012.png,rot180,0.0029676482925738577,0.5277125070957733,0.8765905247919353,0.0032566026920228535,0.36212436681165466,0.9372913057777368,True,2,frame_02.npz,81
3,frame_003.png,original,0.0028978189868422146,0.5308750215444998,0.8475226269224486,0.0026682821369831723,0.625376173351037,0.7884223474538661,False,2,frame_02.npz,82
2,frame_002.png,original,0.0032838327476314853,0.5332018069083929,0.8462522942299068,0.0029883857788397,0.6381954369463754,0.7815112942913579,False,2,frame_02.npz,83
0,frame_000.png,rot270,0.00238118991625574,0.5335633164961854,0.8665268575078798,0.0023760052106882013,0.536471244161908,0.8439190733031185,False,2,frame_02.npz,84
14,frame_014.png,rot270,0.00238118991625574,0.5335633164961854,0.8665268575078798,0.0023760052106882013,0.536471244161908,0.8439190733031185,False,2,frame_02.npz,85
4,frame_004.png,flip_lr,0.00260326253804063,0.5373318739628669,0.8642323917127392,0.0026140225590846273,0.5318210168494087,0.8492998950836349,True,2,frame_02.npz,86
1,frame_001.png,rot270,0.0029859184009315832,0.5395830188099484,0.8684958104428384,0.0030036173678804285,0.5317156576476529,0.8475385523405978,True,2,frame_02.npz,87
13,frame_013.png,rot270,0.002570427763721738,0.5417057303580387,0.8574458466396729,0.002542961084561261,0.555395725364893,0.8318049264489178,False,2,frame_02.npz,88
0,frame_000.png,rot180,0.002380624488004966,0.547505514954623,0.8593731086130626,0.00266507819486998,0.34989465451131935,0.9417073347646853,True,2,frame_02.npz,89
14,frame_014.png,rot180,0.002380624488004966,0.547505514954623,0.8593731086130626,0.00266507819486998,0.34989465451131935,0.9417073347646853,True,2,frame_02.npz,90
12,frame_012.png,rot270,0.002854705241606972,0.5500219849925897,0.8483541568933405,0.002781406001790547,0.5812761964884132,0.8142200554031135,False,2,frame_02.npz,91
13,frame_013.png,rot90,0.002552233644206283,0.5508285008090289,0.834628916761265,0.002616345830435143,0.5176638464267063,0.8736957101263819,True,2,frame_02.npz,92
2,frame_002.png,transpose,0.003276720806183954,0.5519701331078443,0.8547480807797536,0.003269897773037589,0.5545842992493101,0.8323427331841347,False,2,frame_02.npz,93
11,frame_011.png,rot90,0.0029196585175661847,0.5537663265473993,0.832780519620427,0.003031734154108351,0.5023996369114552,0.8758203134066069,True,2,frame_02.npz,94
11,frame_011.png,rot270,0.002916766528416448,0.555004512019711,0.8421564666053422,0.0028582408702045575,0.5792413289210733,0.8160038224051447,False,2,frame_02.npz,95
4,frame_004.png,rot180,0.002603587263958888,0.5642455041168809,0.829682214210603,0.0028303395241082354,0.4409920116178552,0.8984684931866677,True,2,frame_02.npz,96
12,frame_012.png,transpose,0.002802364884456399,0.565504778517013,0.8637948484080697,0.002774270295065752,0.5773783978329083,0.8253220629525341,False,2,frame_02.npz,97
12,frame_012.png,rot90,0.002809763301518718,0.5694841484730515,0.8220102728657902,0.0029349060757476618,0.5126241700915297,0.8728517243742064,True,2,frame_02.npz,98
1,frame_001.png,rot180,0.0028945928568212776,0.5753604534182509,0.8336142368595993,0.003288353750532439,0.3696739087538119,0.9315018178394852,True,2,frame_02.npz,99
1,frame_001.png,transpose,0.002837131074876299,0.5874544979731006,0.8404511056149474,0.0028735909399599173,0.5728547055469324,0.8213641259009292,True,2,frame_02.npz,100
2,frame_002.png,rot180,0.0031404558653933294,0.5877384184667497,0.8174441699630973,0.0034981053886249305,0.43342537413482946,0.9014091796311038,True,2,frame_02.npz,101
0,frame_000.png,transpose,0.002267777475510601,0.5894930663538116,0.8455834425249885,0.0022852535025620867,0.580867214424013,0.8188571069953477,True,2,frame_02.npz,102
14,frame_014.png,transpose,0.002267777475510601,0.5894930663538116,0.8455834425249885,0.0022852535025620867,0.580867214424013,0.8188571069953477,True,2,frame_02.npz,103
3,frame_003.png,rot180,0.0027511086136699325,0.5938909649918571,0.8098004485436897,0.003040964304372853,0.4573007062483879,0.889445962115402,True,2,frame_02.npz,104
13,frame_013.png,transpose,0.002439892831483581,0.5963513083018065,0.8396172755548477,0.0024457507387069745,0.5937483244885242,0.8108739457779938,True,2,frame_02.npz,105
