sparsity,sequence,lag,G_l,raw_E_l,reference_E_l,raw_minus_reference
34,static,2,0.22313697818011516,0.17021713620688703,0.39335411438700213,-0.2231369781801151
34,static,3,0.3779924557078609,0.2738829186229437,0.6518753743308047,-0.37799245570786094
34,static,4,0.46552831621202806,0.3457593150299668,0.8112876312419949,-0.46552831621202806
34,static,5,0.4998599390485616,0.4012942078079287,0.9011541468564903,-0.49985993904856163
34,static+UOT,2,0.13469190958088723,0.25866220480611496,0.39335411438700213,-0.13469190958088717
34,static+UOT,3,0.18368682207465978,0.4681885522561448,0.6518753743308047,-0.18368682207465986
34,static+UOT,4,0.175493661511965,0.63579396973003,0.8112876312419949,-0.17549366151196488
34,static+UOT,5,0.1415003136488096,0.7596538332076808,0.9011541468564903,-0.14150031364880955
34,StarWarps,2,0.1950927242421144,0.1982613901448877,0.39335411438700213,-0.19509272424211443
34,StarWarps,3,0.3555630237846527,0.29631235054615185,0.6518753743308047,-0.3555630237846528
34,StarWarps,4,0.460351401663413,0.3509362295785819,0.8112876312419949,-0.460351401663413
34,StarWarps,5,0.5260613798401406,0.3750927670163498,0.9011541468564903,-0.5260613798401406
34,StarWarps+UOT,2,0.13133222647770498,0.26202188790929715,0.39335411438700213,-0.13133222647770498
34,StarWarps+UOT,3,0.21495230437660204,0.4369230699542026,0.6518753743308047,-0.21495230437660207
34,StarWarps+UOT,4,0.235537926038612,0.5757497052033829,0.8112876312419949,-0.235537926038612
34,StarWarps+UOT,5,0.21757404367206634,0.683580103184424,0.9011541468564903,-0.21757404367206634
