sparsity,sequence,lag,G_l,raw_E_l,reference_E_l,raw_minus_reference
21,static,2,0.23238204147809932,0.16097207290890284,0.39335411438700213,-0.2323820414780993
21,static,3,0.40069302902389725,0.25118234530690736,0.6518753743308047,-0.4006930290238973
21,static,4,0.5031128685337334,0.3081747627082616,0.8112876312419949,-0.5031128685337333
21,static,5,0.5556027762341839,0.34555137062230645,0.9011541468564903,-0.5556027762341839
21,static+UOT,2,0.13055112422277151,0.26280299016423064,0.39335411438700213,-0.1305511242227715
21,static+UOT,3,0.176841976562134,0.47503339776867054,0.6518753743308047,-0.17684197656213413
21,static+UOT,4,0.16740040019130922,0.6438872310506857,0.8112876312419949,-0.1674004001913092
21,static+UOT,5,0.13366580879952322,0.7674883380569673,0.9011541468564903,-0.13366580879952306
21,StarWarps,2,0.19669620439510857,0.19665790999189361,0.39335411438700213,-0.19669620439510851
21,StarWarps,3,0.36288832068452637,0.28898705364627825,0.6518753743308047,-0.3628883206845264
21,StarWarps,4,0.47308141821158783,0.33820621303040704,0.8112876312419949,-0.47308141821158783
21,StarWarps,5,0.537985117042885,0.3631690298136053,0.9011541468564903,-0.537985117042885
21,StarWarps+UOT,2,0.1394161389153189,0.2539379754716833,0.39335411438700213,-0.13941613891531884
21,StarWarps+UOT,3,0.2648602132497762,0.3870151610810284,0.6518753743308047,-0.26486021324977627
21,StarWarps+UOT,4,0.322394792410837,0.48889283883115786,0.8112876312419949,-0.322394792410837
21,StarWarps+UOT,5,0.31669278750006763,0.5844613593564227,0.9011541468564903,-0.3166927875000676
