frame_index,frc_bin,frc_source,normalized_spatial_frequency,uv_radius_midpoint,frc,sample_count
0,0,image,0.03125,,1.0,1
0,1,image,0.09375,,0.9982089042024216,8
0,2,image,0.15625,,0.9888483151185726,16
0,3,image,0.21875,,0.9765824885109216,20
0,4,image,0.28125,,0.9464569892793542,24
0,5,image,0.34375,,0.8289603529109801,40
0,6,image,0.40625,,0.6561618347290289,36
0,7,image,0.46875,,0.6430551406974597,48
0,8,image,0.53125,,0.5071422606957929,56
0,9,image,0.59375,,0.13518847960357483,56
0,10,image,0.65625,,0.3806496855582646,68
0,11,image,0.71875,,0.44608895269993415,64
0,12,image,0.78125,,0.511637935738325,80
0,13,image,0.84375,,0.5228231549061638,92
0,14,image,0.90625,,0.5532248801031241,88
0,15,image,0.96875,,0.5520621288672545,98
1,0,image,0.03125,,1.0,1
1,1,image,0.09375,,0.9998817800226631,8
1,2,image,0.15625,,0.9965948337248575,16
1,3,image,0.21875,,0.9789248744485279,20
1,4,image,0.28125,,0.9709453192327601,24
1,5,image,0.34375,,0.8980261821757387,40
1,6,image,0.40625,,0.7431840946267192,36
1,7,image,0.46875,,0.7225930137428223,48
1,8,image,0.53125,,0.4641868684037418,56
1,9,image,0.59375,,0.1953999348527997,56
1,10,image,0.65625,,0.3061823352373331,68
1,11,image,0.71875,,0.2858651064943353,64
1,12,image,0.78125,,0.3435731830029696,80
1,13,image,0.84375,,0.40964033782591436,92
1,14,image,0.90625,,0.5064980592809027,88
1,15,image,0.96875,,0.4911744710126589,98
2,0,image,0.03125,,1.0,1
2,1,image,0.09375,,0.9996028083781806,8
2,2,image,0.15625,,0.9940125825550915,16
2,3,image,0.21875,,0.9726466179124295,20
2,4,image,0.28125,,0.9514349866784898,24
2,5,image,0.34375,,0.8784825610064501,40
2,6,image,0.40625,,0.8092922799614005,36
2,7,image,0.46875,,0.6666439718989274,48
2,8,image,0.53125,,0.37052834889424185,56
2,9,image,0.59375,,0.2863749919954058,56
2,10,image,0.65625,,0.40838182904067827,68
2,11,image,0.71875,,0.27598835321798343,64
2,12,image,0.78125,,0.4273657588916605,80
2,13,image,0.84375,,0.4825469283829811,92
2,14,image,0.90625,,0.5903169244404769,88
2,15,image,0.96875,,0.5690039972178751,98
3,0,image,0.03125,,1.0,1
3,1,image,0.09375,,0.9997285320329965,8
3,2,image,0.15625,,0.9969520543936954,16
3,3,image,0.21875,,0.9809982640565917,20
3,4,image,0.28125,,0.9494842309561592,24
