stage,prior_weight,tv_weight,delta_amplification,mean_pairwise_frame_distance,mean_pairwise_delta_distance,max_abs_delta,max_abs_pairwise_delta_difference,relative_change_from_prior,own_data_loss_mean,cross_data_loss_mean,cross_minus_own_data_loss_mean,cross_over_own_data_loss_ratio,data,tv,prior,spatial_total,seconds,converged
tv_prior_1em02,0.01,3e-05,6.0,0.027909653250670647,0.005346053061765468,0.7468388524440297,0.03563924992243319,0.8810879625065334,0.36466458865236495,0.36534168130969125,0.0006770926573262948,1.0018567546106594,1.0939937659570949,0.0021058878356878274,8.753271430264665,9.849371084057447,123.7419259859962,True
tv_prior_5em02,0.05,3e-05,6.0,0.013770219642368242,0.008534269874955683,0.4832848404068961,0.03051229419510871,0.6618334711995998,3.6928053016732556,3.6962556402890847,0.003450338615829107,1.000934340787819,11.078415905019767,0.005490731916832497,24.69444776010301,35.77835439703961,43.71588039500057,True
