frame,gt_name,initialization_nrmse,initialization_ssim,post_uot_nrmse,post_uot_ssim,delta_nrmse,delta_ssim
0,frame_000.png,0.27912616776490434,0.848850819274088,0.2789140332969332,0.8492597070783208,-0.00021213446797113678,0.0004088878042327604
1,frame_001.png,0.37486500947933604,0.8293785598878491,0.374990062869447,0.8298874439446278,0.00012505339011098515,0.0005088840567786246
2,frame_002.png,0.3553442761915956,0.8612532307801782,0.355765105697433,0.8614092940837126,0.00042082950583743894,0.00015606330353434839
