block,updates,relative_iterate_change,relative_objective_change,mean_pairwise_frame_distance,cross_minus_own_data_loss_mean,data,prior,tv,wavelet,spatial_total
1,25,0.6610793927999391,inf,0.0019799779181023723,6.946127231621801e-05,11.078424169008246,24.638207204233026,0.0,0.03380644308951682,35.75043781633079
2,50,0.002996941135956263,3.33359724437349e-06,0.0020239095636891418,7.048638197071355e-05,11.064118937273635,24.652602612524237,0.0,0.03359708897192342,35.7503186387698
3,75,0.00012163385309927904,5.451308422571141e-09,0.002025172868247357,7.049239050882505e-05,11.063987537985657,24.652747371957048,0.0,0.0335835339410845,35.750318443883785
4,100,6.603593455301962e-06,4.220844632328368e-11,0.002025233585244052,7.04916008622547e-05,11.06398352050519,24.652752321142966,0.0,0.03358260072666282,35.75031844237482
5,125,4.010553626507092e-07,6.109619340166622e-13,0.0020252373165029194,7.049153056337687e-05,11.063983371078859,24.652752534547844,0.0,0.033582536726269846,35.75031844235298
6,150,2.5840907580715938e-08,3.41454978087595e-13,0.002025237568856775,7.049152595284269e-05,11.063983364870607,24.652752545134184,0.0,0.033582532335976786,35.75031844234077
