stage,converged,seconds,relative_change_from_average,data,tv,prior,spatial_total,note
01_data,True,42.23425366800075,0.9995609457194784,5.567628557216589e-07,0.0,0.0,5.567628557216589e-07,
02_data_tv,False,141.53204168900265,0.9991701768739388,1.1682658790686199e-05,3.690173957120881e-05,0.0,4.8584398361895006e-05,
03_data_tv_prior,True,46.13621372500347,0.661040209631221,11.079728201967567,0.005493821309911136,24.635286603682278,35.720508626959756,
