frame_index,frc_bin,frc_source,normalized_spatial_frequency,uv_radius_midpoint,frc,sample_count
7,8,image,0.53125,,0.3304607007505636,56
7,9,image,0.59375,,-0.05154843553768669,56
7,10,image,0.65625,,-0.008577733758878,68
7,11,image,0.71875,,0.332205297292524,64
7,12,image,0.78125,,0.2780574545783606,80
7,13,image,0.84375,,-0.046721554685388814,92
7,14,image,0.90625,,-0.17968120026556364,88
7,15,image,0.96875,,-0.031071678997104623,98
8,0,image,0.03125,,1.0,1
8,1,image,0.09375,,0.9999302557914757,8
8,2,image,0.15625,,0.9997895701704027,16
8,3,image,0.21875,,0.9983944646490366,20
8,4,image,0.28125,,0.9830289438430203,24
8,5,image,0.34375,,0.7592146917509787,40
8,6,image,0.40625,,0.49132614074089104,36
8,7,image,0.46875,,0.5739720679132554,48
8,8,image,0.53125,,0.5060150342949923,56
8,9,image,0.59375,,0.08367435730941614,56
8,10,image,0.65625,,-0.12748445199827843,68
8,11,image,0.71875,,0.32753663189537296,64
8,12,image,0.78125,,0.1456181482333825,80
8,13,image,0.84375,,-0.1700062392403519,92
8,14,image,0.90625,,0.0058497150326452,88
8,15,image,0.96875,,0.29501754619728776,98
9,0,image,0.03125,,1.0,1
9,1,image,0.09375,,0.9999227365953265,8
9,2,image,0.15625,,0.9992533223999482,16
9,3,image,0.21875,,0.9978155093452477,20
9,4,image,0.28125,,0.9551360519422848,24
9,5,image,0.34375,,0.7211619917786598,40
9,6,image,0.40625,,0.5861910743308439,36
9,7,image,0.46875,,0.5784222841272871,48
9,8,image,0.53125,,0.43344452154536717,56
9,9,image,0.59375,,-0.006692829002602378,56
9,10,image,0.65625,,-0.10846019658574281,68
9,11,image,0.71875,,0.07939310668903422,64
9,12,image,0.78125,,-0.16301151580005485,80
9,13,image,0.84375,,-0.3792733519776733,92
9,14,image,0.90625,,-0.2589784767453906,88
9,15,image,0.96875,,-0.012261802097168716,98
10,0,image,0.03125,,1.0,1
10,1,image,0.09375,,0.9998345511206546,8
10,2,image,0.15625,,0.9994086902060558,16
10,3,image,0.21875,,0.9989402260694488,20
10,4,image,0.28125,,0.969378977027478,24
10,5,image,0.34375,,0.7037185957188823,40
10,6,image,0.40625,,0.6283365103842077,36
10,7,image,0.46875,,0.7002923743457038,48
10,8,image,0.53125,,0.5925346149012116,56
10,9,image,0.59375,,0.26744083145272607,56
10,10,image,0.65625,,0.3508938868663179,68
10,11,image,0.71875,,0.43946196059755926,64
10,12,image,0.78125,,0.21287470074535994,80
10,13,image,0.84375,,-0.14325075181545485,92
10,14,image,0.90625,,0.27268307939305847,88
10,15,image,0.96875,,0.4113577886809429,98
11,0,image,0.03125,,1.0,1
11,1,image,0.09375,,0.9998761163170088,8
11,2,image,0.15625,,0.9994102332786026,16
11,3,image,0.21875,,0.9971675110739551,20
11,4,image,0.28125,,0.9415187633669034,24
11,5,image,0.34375,,0.6379963319357773,40
11,6,image,0.40625,,0.517104124903137,36
11,7,image,0.46875,,0.6043048922388583,48
11,8,image,0.53125,,0.4798175992417602,56
11,9,image,0.59375,,0.06759479077407293,56
11,10,image,0.65625,,0.1670550259111525,68
11,11,image,0.71875,,0.27174965337727675,64
11,12,image,0.78125,,-0.12498889767570773,80
11,13,image,0.84375,,-0.34847792610420875,92
11,14,image,0.90625,,-0.08597985400265638,88
11,15,image,0.96875,,-0.0071671629625984406,98
12,0,image,0.03125,,1.0,1
12,1,image,0.09375,,0.9999852024907849,8
12,2,image,0.15625,,0.9996146019625436,16
12,3,image,0.21875,,0.9993785557248652,20
12,4,image,0.28125,,0.982082348900549,24
12,5,image,0.34375,,0.8725514680304534,40
12,6,image,0.40625,,0.7595781993775799,36
12,7,image,0.46875,,0.7334745783587376,48
