sequence,lag,start,end,e_window,reference_e_window,absolute_gap_window,direct_mass_ratio,path_mass_ratio,path_to_direct_mass_ratio,direct_entropy_fraction,path_entropy_fraction,direct_effective_support,path_effective_support,direct_spread_rms,path_spread_rms,direct_displacement_rms,path_displacement_rms
static,2,8,10,0.13893434408426072,0.37147917730750113,0.2325448332232404,0.837508309540227,0.6818438535404261,0.814133836970218,0.9600964170224131,0.9577879407614414,54.28358055095912,53.698098389775005,0.09804534899431389,0.09733365528810216,0.13423883469747294,0.148545142868116
static,2,9,11,0.11037391161655691,0.40051422724815106,0.29014031563159415,0.7319532647134157,0.6558062696468864,0.8959674083886443,0.947303380105101,0.9418280127777569,51.48959822897084,50.25064137115635,0.09485207555109118,0.09333978519148046,0.1318870610932259,0.14567597414233982
static,2,10,12,0.1476936863868359,0.37570373364161536,0.22801004725477947,0.6093899268032091,0.4815282657822654,0.790180875335942,0.93230623526962,0.9250992022101606,48.423678964071435,46.874215985521815,0.09279800407476141,0.09084304033054576,0.13359208279309157,0.14706495192018207
static,2,11,13,0.21361835817005403,0.35119078487872574,0.1375724267086717,0.6654794163995829,0.44608589478788313,0.6703226032163762,0.940992910987648,0.9374294815351905,50.176946549251966,49.339861601813475,0.09471226725547403,0.09328802856123802,0.13347332528608521,0.1468257262534586
static,2,12,14,0.17950921823846974,0.37463529073409274,0.195126072495623,0.6802572779350475,0.49165958439099255,0.7227553461588062,0.9378409243909288,0.9319893524367248,49.509068886287096,48.23539157140952,0.09283547497609945,0.09114178238616513,0.1304983974147254,0.14292867737039455
static,3,0,3,0.42942978055378644,0.6150043751498313,0.18557459459604486,0.5474365627561741,0.22719817363885084,0.41502192052167314,0.9409138893406919,0.9278527899770953,50.21296047901985,47.4100756745888,0.09758084276774522,0.0948834051405158,0.13435961504521246,0.15145872840126243
static,3,1,4,0.4897571680319006,0.6422884323583616,0.15253126432646102,0.6981794188544382,0.24876739959479743,0.35630869784585034,0.958576955603141,0.950390027900194,53.98357919312674,52.0686506997331,0.10101562716071064,0.09969322731770305,0.13575459624001596,0.15403707738642508
static,3,2,5,0.41471591828304133,0.7023179333964619,0.28760201511342054,0.9111893054436511,0.3965097096623378,0.43515623734113107,0.9803377287690255,0.9814284331104931,58.99561502954553,59.24294689034324,0.10500778312942594,0.10650111531000757,0.13767068183858172,0.15767121555146296
static,3,3,6,0.22184886720397445,0.737786411952224,0.5159375447482496,0.9462575666509883,0.6644436508844802,0.7021805418540441,0.9791168157364938,0.9822080540888612,58.7177316159794,59.43590447145173,0.10252063926361399,0.10511796667096526,0.1351460196271365,0.15677538705288505
static,3,4,7,0.15284576528884794,0.7318245315331978,0.5789787662443499,0.8313265818209993,0.79609397866848,0.9576188180157271,0.967052388326856,0.9605215691524877,55.878769982046585,54.310529927930816,0.09705322859445657,0.09591820799089368,0.1341365823326337,0.15539284806289222
static,3,5,8,0.14535558910370228,0.6798824774328165,0.5345268883291142,0.7689964158876665,0.7083490258427393,0.9211343657890514,0.9571972896685738,0.9484528967184348,53.67147576768969,51.65158080850123,0.09583312917402749,0.09322820147599523,0.13783144281693407,0.15763542575967418
static,3,6,9,0.17079070936268279,0.6257417601344173,0.4549510507717345,0.7386329268389471,0.5822148738907293,0.7882330352945077,0.9507329333253793,0.943960872601512,52.25301855801682,50.69523800328832,0.09466923559229155,0.09268914797667344,0.13553209426785123,0.1541205102828487
static,3,7,10,0.20477395591804262,0.611743444106511,0.40696948818846845,0.8313830970414624,0.5864537894802763,0.7053953725631601,0.9604282221937219,0.957463367698017,54.365969237051246,53.6231076650026,0.09822008631225172,0.09723382115667811,0.1355164760051622,0.15317888436582527
static,3,8,11,0.18701406301992785,0.6284091699013973,0.44139510688146943,0.7302905806246167,0.5370572160795722,0.73540208559205,0.9479767270516812,0.9412087781969571,51.636301565921656,50.11796481028481,0.09513836823667636,0.09319413822087544,0.1326973330908605,0.14918454673335446
static,3,9,12,0.1952685102446029,0.6351677637695728,0.43989925352496995,0.6164686725339869,0.4408632861129729,0.7151430490389882,0.9323834752889554,0.924257026166145,48.43248458401029,46.70629381163427,0.09286186779354236,0.09038330937800466,0.13163935147725278,0.14734844678539466
static,3,10,13,0.3183492377202274,0.6073335704584996,0.2889843327382722,0.6583426379659771,0.35175631496739634,0.5343058381486374,0.9410864000659137,0.9368365369176007,50.20700572803812,49.214899961432266,0.09490755717248327,0.09315138816116884,0.1356057386645232,0.15223093932378315
static,3,11,14,0.35644545874458766,0.6050046217763635,0.24855916303177583,0.6704295048161307,0.3277444248729744,0.48885740039567654,0.9386841626962162,0.9312880409261977,49.69182041026809,48.09216402246351,0.09311619160901752,0.09094858711441463,0.13352044344101446,0.1492762883344452
static,4,0,4,0.6178184526567323,0.7971831149212362,0.17936466226450387,0.6930013891477098,0.17036269890658684,0.24583312757295914,0.9606183095699697,0.9503703098191635,54.4492861168649,52.064280376067266,0.10145631188190615,0.09968154831735353,0.1379486254186584,0.15811956622273526
static,4,1,5,0.5985793346208859,0.8410577539854033,0.24247841936451742,0.9092105610491277,0.23958835716641033,0.2635125101164158,0.9809959191637152,0.9814028266314136,59.157887591794044,59.23660261164745,0.1050400952531565,0.10645577856361438,0.13832481331193758,0.16012765198963302
static,4,2,6,0.4431183026852343,0.8667462943551295,0.42362799166989523,0.9514166861672015,0.39322147876584135,0.41330101151572274,0.9778780578332517,0.982178185108236,58.414683113145855,59.427952718297746,0.1019421890719803,0.10499797324350016,0.1339100080669777,0.15658518779802347
static,4,3,7,0.22841262317193742,0.8690117723280905,0.640599149156153,0.8432128288672319,0.5946045090147255,0.7051653967522226,0.9651803795638506,0.960497748908622,55.43657065527198,54.304080144697686,0.09616701618520136,0.09581978157473629,0.13118860772421945,0.15252515310068707
static,4,4,8,0.15738869900806693,0.8529113707613689,0.695522671753302,0.7765459987991254,0.6861597473862111,0.8836047683553964,0.9565341816319841,0.9484384157799713,53.51376528154492,51.64770651172742,0.09546580361702298,0.09322293668434825,0.13594696143577875,0.15647094699110087
static,4,5,9,0.1755675621714391,0.8116771597659486,0.6361095975945095,0.7275125235730593,0.5826433598004173,0.8008705567553109,0.9519673472325946,0.9439747973846244,52.522360496739466,50.69775437319484,0.09517155716840031,0.0927251337036992,0.13877769079949115,0.15953173916460947
static,4,6,10,0.24391058146179623,0.7790431369128529,0.5351325554510566,0.818588818929623,0.530845394499944,0.648488450152631,0.9610200858147004,0.9574267993566398,54.510323934301795,53.61485764293509,0.09853232132075398,0.09723530140228073,0.13862521087638635,0.15834380405948667
static,4,7,11,0.2477953239197562,0.7766646363317373,0.5288693124119811,0.72444767719441,0.4621227708343348,0.6378966837522503,0.9485046662423996,0.9411222877002823,51.75883026067942,50.099831224611926,0.09538931863519964,0.09321710364081881,0.1341596553239071,0.15183936814732915
static,4,8,12,0.27934757929693965,0.7776606108764116,0.49831303157947193,0.6146871159184887,0.3612273262819941,0.5876604811249941,0.9331744678019873,0.9241473489480417,48.59664780343334,46.684902329265405,0.09316684393855951,0.09027069719140682,0.13261188988304623,0.14870946915444833
static,4,9,13,0.3607194891390579,0.7795927526745101,0.41887326353545223,0.6663078838221381,0.32239750561304226,0.48385665762151164,0.9411365455144733,0.9366917501365079,50.211696727269654,49.18514174123021,0.09497011091659731,0.09310760953611563,0.13356375833502085,0.15013489256273585
static,4,10,14,0.45069451719778936,0.7726153407492552,0.32192082355146584,0.6633964507315816,0.2585531149658412,0.389741480649638,0.938640011576143,0.9312144848994748,49.69221825824674,48.0773995240957,0.09325652023021683,0.09094582296746627,0.13554337907865693,0.1528459340759681
static,5,0,5,0.7057679594685341,0.9167901868259685,0.21102222735743437,0.9069446211203764,0.16407733056541085,0.18091218222643088,0.9815008043449379,0.9814071731811488,59.28428982287406,59.23767203407775,0.10513499392199793,0.10645560563574047,0.13926696280461323,0.16252369263216815
static,5,1,6,0.6223524870138276,0.931007248362402,0.3086547613485744,0.9535509657289262,0.23760640811951156,0.24918060665784894,0.9767902494498316,0.9821613297307961,58.15029397931366,59.423760608212206,0.10143932935561957,0.10493410890057872,0.13319743913511256,0.15729377385189097
static,5,2,7,0.4460243312144834,0.9319396341635864,0.48591530294910296,0.8495267312148937,0.3519639134934793,0.4143058723886671,0.9635233987169729,0.9604033199159577,55.053820627177025,54.282684557564174,0.09534963005718171,0.09569653356603043,0.12901918662410844,0.15006542717385668
static,5,3,8,0.24960184713564873,0.9279961818049959,0.6783943346693472,0.7884556185208802,0.5125975141183794,0.6501285577493854,0.9544941819238681,0.9483912286942967,53.04924365163475,51.63750983232519,0.09459892112040416,0.09314965600951594,0.13268145655691263,0.15227002150710778
static,5,4,9,0.1904200701424403,0.9163648694094784,0.725944799267038,0.7351374845465304,0.5644102724644559,0.7677615198912247,0.9505235450076276,0.9439552920707333,52.1963473672774,50.69360938227918,0.09467072644610379,0.09271885524383663,0.13672701597501638,0.15776868024133273
static,5,5,10,0.24135193049093567,0.8937086881665559,0.6523567576756202,0.8056185753697517,0.5312255292834406,0.6594007952704244,0.9619593837018308,0.957437337318642,54.72629023011524,53.617202201934056,0.09900788521722799,0.09723701463663999,0.1420203342068584,0.16352170862907825
static,5,6,11,0.28570716135569113,0.8769113827659802,0.591204221410289,0.7127484822164458,0.4183162765721693,0.5869058819617885,0.9494063670030284,0.941122529993332,51.966554619164505,50.099877980167165,0.09579121663774631,0.09321592258941978,0.13751633868344895,0.15678271714378111
static,5,7,12,0.34153874456090033,0.8701808278147557,0.5286420832538554,0.6096451687191965,0.31082099494667714,0.5098391833395169,0.9336610253260126,0.9241492239130629,48.705212557725076,46.685264290473974,0.09339813749907944,0.09024435477420906,0.1341578556872821,0.15107760048955965
static,5,8,13,0.44157504455972696,0.8693263806611449,0.4277513361014179,0.664147745826666,0.2642101686733605,0.39781836245562735,0.9418279486315472,0.9366512520264,50.36235334935473,49.176853694544384,0.09526625413610999,0.0930951429496866,0.1346259103170205,0.151150411508721
static,5,9,14,0.488602502137099,0.8773160685900361,0.3887135664529371,0.6716902483496828,0.23699437728803613,0.35283283905092,0.9385330692122309,0.9311979259680059,49.66487370076856,48.074087129567125,0.09329089126994218,0.09094092768793809,0.13337823386758474,0.15024898373438172
static,6,0,6,0.7248718479455941,0.9639318295019215,0.23905998155632735,0.9532278576991695,0.16272319721861425,0.17070755528629156,0.9767694285977718,0.9821551432606599,58.14405747030866,59.42223072724501,0.10145352662784979,0.1049319164947325,0.1334361949952271,0.15842432597763825
static,6,1,7,0.6230381809153455,0.963581438513088,0.3405432575977425,0.852884207994018,0.21270507793399862,0.24939502448319514,0.9622574959117326,0.9603583652822911,54.76319571419288,54.272527562865314,0.09473060676169048,0.09558865451558875,0.12759750846967013,0.14871672704734384
static,6,2,8,0.46860596365720864,0.9621359514098209,0.49352998775261225,0.795225463557549,0.3034986653838725,0.3816510905298858,0.9526538538763103,0.9483581955905559,52.64168685197405,51.63041241988902,0.0938707784293395,0.09313943616697555,0.13038029531808695,0.14884730858961148
static,6,3,9,0.30642723027279395,0.9596222481527654,0.6531950178799715,0.7474358192723882,0.42170275365117416,0.5641992834404059,0.9483301527733355,0.9438900471315965,51.712582952048336,50.679847807334205,0.09381543165699097,0.09269955757516249,0.1332010336387604,0.1528881200977043
static,6,4,10,0.25692011450937247,0.953771684435617,0.6968515699262445,0.8127015542399763,0.5146069909349339,0.633205373178085,0.9608977344345405,0.9574354695711009,54.47540954545603,53.6167853918229,0.09866461171804368,0.097236434617157,0.14044457035583519,0.16191613515900108
static,6,5,11,0.28073590497411616,0.9419549829019278,0.6612190779278116,0.700243304275683,0.41861659100550086,0.5978159140536289,0.9508294789868077,0.9411232767334596,52.27953389009322,50.10003342483699,0.0964423753416698,0.09321592952795901,0.14128574171754316,0.16232875947448008
static,6,6,12,0.37780577063813126,0.9298756077665715,0.5520698371284403,0.5993284702988019,0.28135780074525674,0.4694550896355427,0.9347057857402199,0.9241496835138023,48.93217304096646,46.685353470909625,0.09380788740069239,0.09024431184932641,0.13773964368851618,0.15617634332325303
static,6,7,13,0.4972590519637472,0.9254753767957571,0.4282163248320099,0.6590316935581997,0.22735072512664942,0.3449769219734375,0.9420667348456337,0.936641775189247,50.419884839091644,49.17491491527474,0.09545426630319803,0.09309224513750793,0.13589232970695703,0.15328164113503948
static,6,8,14,0.5588540586367836,0.9286365926470455,0.36978253401026184,0.6691828815968175,0.19422528932043606,0.2902424653436618,0.9391187258577959,0.9311934939992685,49.7916149139293,48.07320098058167,0.09351883850582635,0.09093948168721415,0.13454353305270064,0.15128813740504146
static,7,0,7,0.7242341379091035,0.9805220424631534,0.25628790455404993,0.852891535116101,0.14567106819333425,0.1707967100101475,0.9622612761783953,0.9603563734528966,54.762712594936865,54.27207790312145,0.09477752794206624,0.09558751878453402,0.12774669187770443,0.14865681334348382
static,7,1,8,0.6406291291962866,0.979575855794463,0.3389467265981765,0.7994605173724334,0.18345805158830475,0.22947731326529003,0.9511169740266204,0.9483292281142646,52.304813890521324,51.62419120476375,0.0933072506096454,0.0931305027965802,0.12877087797972092,0.14649899153222123
static,7,2,9,0.5199459492486962,0.9787755827732446,0.4588296335245484,0.7547856785941465,0.24968699823877827,0.3308051614119678,0.9465783677420451,0.9438833183531172,51.335629163976535,50.67842948573603,0.09312897489783709,0.09269759310535211,0.13059512100636728,0.14892915684534058
static,7,3,10,0.3827540386280787,0.9777739839290981,0.5950199453010194,0.8261570900802018,0.3845049962813065,0.4654139036003183,0.9591469509107285,0.957429223159666,54.071279622001065,53.615392466985575,0.09793130613535853,0.09723414419820912,0.13708886757937977,0.15685757685217044
static,7,4,11,0.29693567289648265,0.97510281576028,0.6781671428637974,0.7054579285011378,0.4055211253971859,0.5748338901779483,0.9499460229566392,0.9411229827955052,52.07598823631352,50.09997216847089,0.09616031901215849,0.09321584977060283,0.13999282127441715,0.16116230204022752
static,7,5,12,0.3713548283534373,0.9672723804454393,0.5959175520920019,0.5882489577484098,0.2815598099049345,0.47864055889301854,0.9362312020279121,0.9241498967351234,49.24590948576541,46.68539486750923,0.09445179082689245,0.09024433974007022,0.1417054273959564,0.16206375695197486
static,7,6,13,0.5286560485947805,0.9604669553797444,0.4318109067849638,0.6479156274784047,0.20579971158663699,0.3176335048246639,0.942779003087426,0.9366417653284685,50.58008044473194,49.17491289731463,0.0957981288150738,0.09309219677599005,0.13928830529279637,0.15832687964264175
static,7,7,14,0.6061000746669167,0.959925860709303,0.35382578604238624,0.6641248583426712,0.16713017470357258,0.25165474926002207,0.939284457711341,0.9311924630860864,49.83059303075694,48.07299486271193,0.0936806111549684,0.0909391441216733,0.13573014415378323,0.15335401359693468
static,8,0,8,0.7385523065912026,0.9890492453429824,0.2504969387517798,0.8002562508321583,0.12564157458820188,0.15700167847180402,0.9509710323303412,0.9483287673305926,52.271760326067074,51.62409226673882,0.09330346369521199,0.09313036436751264,0.12860711261973587,0.1459950975651525
static,8,1,9,0.6793230190987726,0.9885304683512962,0.30920744925252364,0.7596069101171545,0.1509330933155879,0.19869894718613001,0.9454389415211814,0.9438785844491769,51.09096866246241,50.67743171224718,0.09264594543604857,0.09269614337806521,0.12873990386721493,0.14600394681315765
static,8,2,10,0.5821205987843671,0.9882830340386578,0.40616243525429074,0.8347574715463056,0.2276632812599938,0.27272985150797163,0.9577097950318278,0.9574285724284746,53.746970809377984,53.6152473659078,0.09729850825852186,0.09723389946224455,0.13440300145760226,0.15253126787048957
static,8,3,11,0.42360984320697925,0.9882132768321713,0.564603433625192,0.7177098056542864,0.3029992069463668,0.42217509717613977,0.9478925022634331,0.9411218379599036,51.62071030596335,50.099733628143234,0.09529609806597485,0.09321547625529113,0.13648526914968212,0.15605006897155557
static,8,4,12,0.3885105759758072,0.9862426777295428,0.5977321017537356,0.5936472455425056,0.2727518941348744,0.4594511238498539,0.934660350933208,0.924149852774624,48.90956465536719,46.685386332043166,0.0940136442762347,0.09024432862331007,0.1399087452691674,0.1607618826212394
static,8,5,13,0.5231297485269054,0.9818157844237018,0.45868603589679635,0.6363213017207763,0.2059474373322603,0.32365321854749407,0.9436430284726044,0.9366417808532617,50.76229848694384,49.17491607228633,0.09630480239645851,0.09309219137374798,0.14295988480173472,0.16399770132148775
static,8,6,14,0.6321014012959137,0.9789499321613417,0.346848530865428,0.6526032152856988,0.15128758931910882,0.23182170387082393,0.9399491973725217,0.9311924628332623,49.976180208345596,48.072994812149396,0.09399674955243471,0.09093913565848369,0.13920573951831683,0.158482026862893
static,9,0,9,0.7681469749838177,0.993838400161536,0.22569142517771834,0.7604103189925415,0.10336682992202435,0.1359355960068688,0.9458313449198897,0.9438785093094489,51.17278467219513,50.67741587549815,0.09274902997113765,0.0926961206465913,0.12857953807558234,0.14524120686369937
static,9,1,10,0.7252618780658563,0.9936638837054239,0.2684020056395676,0.8412364963265487,0.13762038734532694,0.16359298240896322,0.9567040260146272,0.9574280947416468,53.52081528523368,53.61514085119979,0.09679110597600515,0.09723368874986975,0.13219819967165722,0.1491043482399116
static,9,2,11,0.6143604681338158,0.9938690388740314,0.3795085707402156,0.7261623604426898,0.17940423237071762,0.24705801642121406,0.9461018370058241,0.9411217159481977,51.23502430504025,50.09970820587232,0.09452330666724365,0.09321543555726089,0.13350347047773273,0.15138035968236618
static,9,3,12,0.5092805008978738,0.9935749154338408,0.484294414535967,0.6051672747916106,0.20379620760187667,0.3367601258214994,0.9321166142718597,0.9241497145609472,48.38039784873585,46.685359496580325,0.09308699958906719,0.0902442852396586,0.13588356494231998,0.15515686442289
static,9,4,13,0.5381754236563582,0.9924040992136914,0.45422867555733326,0.6440448600505764,0.19950487685897716,0.30976860345304236,0.941652917223093,0.9366417754672468,50.32970474662118,49.17491497077458,0.09585897453389206,0.09309219048798072,0.14055368372609517,0.16186196064750713
static,9,5,14,0.6271822671738995,0.9903454920180751,0.3631632248441756,0.6406958203764819,0.15139618541769914,0.23629963018759295,0.9406381812088044,0.9311924647378215,50.11916968569577,48.072995192927124,0.09443030786442017,0.09093913439567337,0.14285363169875887,0.1641320419248434
static,10,0,10,0.8034406437425324,0.9966061746688137,0.1931655309262813,0.8432729879188913,0.09424960080918364,0.11176641747031611,0.9569713017993859,0.9574280872114215,53.578604541729625,53.615139172114624,0.09680663946517097,0.09723368555243034,0.13167497963324512,0.14802548696987045
static,10,1,11,0.7488868984433046,0.9967198366112471,0.2478329381679425,0.7333297271223864,0.10844827984426042,0.14788474520161016,0.9446843923099044,0.9411216122237875,50.932003051306715,50.099686593961145,0.09387636998776061,0.09321539660550819,0.13077596407343356,0.14734908016684733
static,10,2,12,0.6790812243276317,0.9966885749915169,0.3176073506638851,0.6132117709906284,0.12066666922159622,0.19677813592303064,0.9300269861399998,0.9241497002859259,47.95891924527734,46.68535672495686,0.09227001879889901,0.09024428061302536,0.13253236495106682,0.14993671264999525
static,10,3,13,0.6380993436390585,0.9964438269094291,0.3583444832703706,0.6574277394274316,0.1490671242504835,0.22674297920606354,0.9393989076544057,0.9366417550905667,49.84926630140164,49.17491080348339,0.09503105701988125,0.09309218455180931,0.13637001966220508,0.15569897892528523
static,10,4,14,0.6406424882550377,0.9959877140641094,0.3553452258090717,0.6501052688343163,0.146660127421081,0.22559442978219935,0.9384664809566862,0.9311924641289064,49.65680595785588,48.072995071186945,0.09397398464784751,0.09093913434031138,0.13973477762991268,0.16120630025832908
static,11,0,11,0.8213290765484896,0.9982539927608819,0.17692491621239226,0.7363145023846731,0.07427102443906076,0.10086861551486775,0.944695206343857,0.9411216106448133,50.932359456008285,50.09968626496753,0.0937930702005649,0.0932153960274078,0.12979568162382146,0.14573889334593632
static,11,1,12,0.794077620325375,0.9982367689509687,0.2041591486255937,0.6197533387334904,0.07294194538561836,0.11769512292532441,0.9286650411699803,0.9241496903571871,47.68491071929774,46.685354797203054,0.09165151563985188,0.09024427666032549,0.12963220592002686,0.14544216441154695
static,11,2,13,0.7704886465059769,0.9981613512609723,0.22767270475499535,0.6665028525429421,0.08826186575368414,0.13242533834166526,0.9377790416948578,0.936641752926518,49.511237862284744,49.174910360907816,0.09433510913810154,0.0930921838842369,0.13301901688045084,0.15027927411706804
static,11,3,14,0.7230899808967977,0.9981266732990236,0.27503669240222595,0.6649129436277724,0.10958230206089949,0.16480699181913533,0.9363198547170899,0.9311924618744617,49.207148675061084,48.072994620455574,0.09323461258560807,0.0909391336687802,0.13513593631272547,0.15433248399489166
static,12,0,12,0.8544606571491795,0.9990581230984857,0.14459746594930623,0.6218548593706058,0.04995443931724855,0.08033134832749982,0.9291247898712504,0.9241496901985704,47.773270482758285,46.68535476640643,0.09169327607472347,0.09024427660023074,0.12886097921947773,0.14377967153821866
static,12,1,13,0.8556747320929531,0.9990183577932313,0.14334362570027825,0.6730458117515389,0.053353525567323916,0.07927175927070454,0.9370508692227588,0.9366417511208395,49.357590234913744,49.174909991623565,0.09384116655251176,0.09309218314535522,0.13038410995639027,0.14609074042115278
static,12,2,14,0.8279828442629258,0.9990353400371157,0.1710524957741899,0.6749203166157488,0.06488310882591117,0.09613447280895969,0.9348698732768936,0.93119246163574,48.90819892495535,48.072994572727964,0.0926457346147627,0.09093913359082369,0.13155507930030355,0.14849857103885836
static,13,0,13,0.8989563277753629,0.9994738297785543,0.10051750200319132,0.6738562674059406,0.0365392702570771,0.05422413061132119,0.938009715047064,0.936641751093241,49.55210815584364,49.17490998597945,0.09390471090919168,0.09309218313469156,0.13015500506507371,0.14515851448536304
static,13,1,14,0.89317137041606,0.999485561036894,0.10631419062083403,0.681577807647522,0.039221271610615734,0.057544819051530825,0.9344699620216614,0.9311924614400043,48.82277524986294,48.07299453359462,0.09225347229078139,0.09093913349326846,0.12900436621611736,0.1443832973031838
static,14,0,14,0.925547474812237,0.9997237396277268,0.07417626481548978,0.6812902982272516,0.026860767456172552,0.03942631727776763,0.9356766101423503,0.9311924614370006,49.06634330867083,48.07299453299407,0.09236500047149945,0.09093913349188996,0.12927021853606743,0.1440701911939195
uot_SW,2,0,2,0.21889690115547444,0.3573905887245764,0.13849368756910196,0.5778143860588121,0.4320799050598722,0.7477832250024552,0.9686082561459686,0.9614614994609687,56.24157872006718,54.529808343064985,0.10876559861286478,0.10405652762196552,0.1535006634312732,0.18509119692775117
uot_SW,2,1,3,0.2497388782542309,0.3704002650475705,0.1206613867933396,0.5356669671540569,0.37733441353863667,0.704419791915442,0.9701761444455054,0.9623531407684914,56.63382834667334,54.73820779953741,0.1121621267234274,0.10891183894943632,0.15178085065971955,0.18653820264565185
uot_SW,2,2,4,0.29622123989655375,0.39518366564696583,0.09896242575041209,0.5055739069157429,0.3256385490949281,0.6440968266766146,0.979063700036735,0.9745950397415776,58.737093516405245,57.60568600806304,0.11635556085284639,0.11687692296403258,0.14722815796754607,0.18414976734265698
uot_SW,2,3,5,0.35833316099297313,0.44728920186699855,0.08895604087402542,0.48947640714328805,0.27791451969284137,0.5677791935158284,0.9822579504879249,0.9786152244566318,59.49739030109509,58.57952151594271,0.12028023283735553,0.1275497852444177,0.1451199721484238,0.17987622820364874
uot_SW,2,4,6,0.34109545946212905,0.47449552469332934,0.1334000652312003,0.5121804317193983,0.28586290790019786,0.5581293040434038,0.9836806305615327,0.976291572070004,59.82539727666569,58.050376772924416,0.11571782276209576,0.12100642826982219,0.14738311231100878,0.17209453671300268
uot_SW,2,5,7,0.2838754363539686,0.4394475927422175,0.1555721563882489,0.5533692607451977,0.3531017164728301,0.6380942013246703,0.9795082434130338,0.9650580231126359,58.81072648917804,55.395515266193755,0.11260838775695166,0.11062916065649629,0.1531838854209067,0.18293796501025936
uot_SW,2,6,8,0.25839360096879854,0.3880528825345347,0.12965928156573614,0.5443228283631755,0.3817402217767931,0.7013121660260292,0.9756587661212628,0.9648182055900002,57.87483008152916,55.30652354941625,0.11037259755690747,0.105911125025013,0.15614225555231118,0.18985098097651132
uot_SW,2,7,9,0.24301711210770507,0.36782055196474944,0.12480343985704437,0.6005606121568069,0.42949093355146084,0.7151500195942261,0.9699471831818179,0.9583384776036789,56.53458978572752,53.83906608481132,0.10938540538453902,0.10349907269943132,0.15087019592628623,0.18250654111352568
uot_SW,2,8,10,0.24131263510426146,0.37147917730750113,0.13016654220323967,0.5716037071064219,0.417410731534378,0.7302449692767019,0.9741621500686701,0.9627843916545649,57.50721911931489,54.83230230513058,0.1113007962086954,0.1082060897402635,0.14846642948860056,0.18119125104611072
uot_SW,2,9,11,0.2441502986617075,0.40051422724815106,0.15636392858644355,0.5854274821762229,0.40250298762440007,0.6875368852315689,0.968666168921925,0.9579575248246154,56.22266938433827,53.743508693882134,0.10764460357053146,0.10238549194924332,0.14916926387158014,0.17659218297747795
uot_SW,2,10,12,0.23277310646603053,0.37570373364161536,0.14293062717558483,0.5886651758467073,0.4197469864358125,0.7130487816475111,0.9655292337642072,0.956900014792687,55.504097739565374,53.50337143455962,0.1073665763386953,0.10200038932999107,0.1543993717737176,0.18484924612574774
uot_SW,2,11,13,0.2232864561112093,0.35119078487872574,0.12790432876751642,0.5685957317842674,0.4229431190053791,0.743838012427869,0.9680168901224496,0.9588735117863996,56.0690220107496,53.94185084038756,0.10790338882641166,0.10309984389027935,0.15316523822947442,0.18410827814248107
uot_SW,2,12,14,0.21519025728582114,0.37463529073409274,0.1594450334482716,0.6082108254706707,0.4494086564962607,0.7389027581817222,0.9689763959411876,0.9599923680583743,56.279918963911975,54.19548798593245,0.10726025954590483,0.1023449251236469,0.14877966741141374,0.17587323418100953
uot_SW,3,0,3,0.3864394866064219,0.6150043751498313,0.2285648885434094,0.5382948529671415,0.29345956431194425,0.5451650943611336,0.9721453781464109,0.9622940788349341,57.10166141266086,54.7127708289212,0.11375643078443086,0.1082721085332304,0.15494416009928488,0.20628694952649995
uot_SW,3,1,4,0.4636816211247258,0.6422884323583616,0.17860681123363586,0.4872720400997713,0.22907346417835228,0.47011411557997124,0.9806580512950303,0.975417337612063,59.12778472623691,57.7844148941096,0.11710847493560324,0.11607381382601219,0.150637047778569,0.20824438134626827
uot_SW,3,2,5,0.560538947366991,0.7023179333964619,0.14177898602947092,0.5067044816393126,0.19105060005825794,0.377045412032202,0.9836724258269857,0.9814377597510693,59.84286847497128,59.25064015078726,0.12052965283770507,0.12952805823045072,0.14393379115264054,0.2035136417628048
uot_SW,3,3,6,0.5816900084422002,0.737786411952224,0.15609640351002385,0.5325928861397382,0.17265198929845735,0.3241725411502362,0.9835407370972907,0.9779726611719981,59.7895200655278,58.431364781050064,0.11445306180626262,0.1230670080077446,0.14360376475516984,0.18388896444080047
uot_SW,3,4,7,0.5230700710782881,0.7318245315331978,0.20875446045490975,0.5325731348560238,0.19757895381064014,0.3709893362609321,0.9783625945093776,0.9606759647669463,58.52972294117778,54.364259020446575,0.11147781385648357,0.10826626636610007,0.15342370129510974,0.1966299692102765
uot_SW,3,5,8,0.4524001927242649,0.6798824774328165,0.22748228470855159,0.5460500418564868,0.25722947875635715,0.4710730867848965,0.9766752155845776,0.9633807982157854,58.121133366744395,54.96444125237625,0.11228959326350235,0.10336581680285328,0.1594885522533853,0.21046513894172109
uot_SW,3,6,9,0.4035959834183857,0.6257417601344173,0.22214577671603158,0.5554718872097452,0.29231869512003544,0.5262529064943595,0.9711071281929444,0.9570163442621552,56.81115207522198,53.52708910528688,0.11096889352453965,0.10112143180690444,0.15722038711194714,0.20579720560883102
uot_SW,3,7,10,0.38918851069540616,0.611743444106511,0.22255493341110488,0.5703317462349438,0.31192838876948076,0.5469244712900556,0.974469397489251,0.9609070659075816,57.58246820586922,54.39742350936463,0.11224684622089844,0.10608667457543758,0.15018113186287807,0.19832328778729505
uot_SW,3,8,11,0.38341039972118957,0.6284091699013973,0.24499877018020771,0.576325141923554,0.303646875460381,0.5268673069630856,0.9691794147818494,0.9559329858359682,56.344620424127086,53.283963583322965,0.1082167125752456,0.09890497871344832,0.15145766149368917,0.19133036169272802
