sequence,lag,n_windows,G_l,G_ci_low,G_ci_high,G_ci_width,raw_E_l,raw_E_ci_low,raw_E_ci_high,reference_E_l,raw_minus_reference,direct_mass_ratio,path_mass_ratio,path_to_direct_mass_ratio,direct_entropy_fraction,path_entropy_fraction,direct_effective_support,path_effective_support,direct_support_saturation,path_support_saturation,direct_spread_rms,path_spread_rms,direct_displacement_rms,path_displacement_rms,usable,usability_reasons
uot_SW,6,9,0.18697670233666422,0.13881418635739795,0.2383711475313379,0.09955696117393995,0.7606883767882819,0.6982658697651316,0.821593751607621,0.947665079124946,-0.18697670233666408,0.5604881166548659,0.09432332813040582,0.1684321144973086,0.9717444518637528,0.9597886275967722,56.952458195968866,54.16951788112289,0.8898821593120135,0.8463987168925452,0.10969791005874997,0.10350601995487435,0.15358593984054053,0.21159795955402938,False,reference_path_mass_collapse(0.013<0.05);reference_path_vs_direct_mass_low(0.0326<0.1)
uot_SW,7,8,0.1525033347708149,0.11343245680439439,0.1915742127372354,0.07814175593284102,0.8199235998860259,0.7747951936743155,0.8650520060977362,0.9724269346568408,-0.1525033347708149,0.5601433990146336,0.06694709527537594,0.12019587473035376,0.9704011210770274,0.9572309300002608,56.63212978502525,53.57313730739407,0.8848770278910195,0.8370802704280323,0.10938183948973956,0.10111376333750975,0.15554761839370496,0.2123529540429577,False,reference_path_mass_collapse(0.00666<0.05);reference_path_vs_direct_mass_low(0.0167<0.1)
uot_SW,8,7,0.11768285435181305,0.08657165339847799,0.1487940553051481,0.062222401906670124,0.8681863483452862,0.8343816683321866,0.9016837095609864,0.9858692026970992,-0.11768285435181303,0.5551680618459012,0.04668826895777417,0.08500308045758027,0.9693999305904948,0.9573027019061932,56.39587399970805,53.58937634970287,0.8811855312454383,0.8373340054641073,0.10938617550235201,0.10053212625041355,0.15699273278596917,0.2145603895037599,False,reference_path_mass_collapse(0.00336<0.05);reference_path_vs_direct_mass_low(0.00846<0.1);candidate_path_mass_collapse(0.0467<0.05);candidate_path_vs_direct_mass_low(0.085<0.1)
uot_SW,9,6,0.08614739157759771,0.0673686428198288,0.10492614033536662,0.03755749751553783,0.906801913323502,0.8892772674444739,0.926421798093835,0.9929493049010998,-0.08614739157759777,0.5584800070196574,0.032269986158491866,0.058391591633747277,0.9682071657530331,0.9567842288482568,56.116843434161524,53.47347637625563,0.8768256786587738,0.8355230683789943,0.10901939657790592,0.10051769423941363,0.1565032754088683,0.21481111352659168,False,reference_path_mass_collapse(0.00166<0.05);reference_path_vs_direct_mass_low(0.0042<0.1);candidate_path_mass_collapse(0.0323<0.05);candidate_path_vs_direct_mass_low(0.0584<0.1)
uot_SW,10,5,0.06077968472439519,0.05237582297369418,0.0703728504541554,0.01799702748046121,0.9357095407246281,0.9258622478518357,0.9443150289251202,0.9964892254490232,-0.0607796847243951,0.5624178949394005,0.021833644561212055,0.03912746855619092,0.9674591375415602,0.9570457277040729,55.9412743142928,53.53181101228314,0.874082411160825,0.8364345470669241,0.10833197860845312,0.10058952036858052,0.1543384714943728,0.21165009038467897,False,reference_path_mass_collapse(0.000828<0.05);reference_path_vs_direct_mass_low(0.00207<0.1);candidate_path_mass_collapse(0.0218<0.05);candidate_path_vs_direct_mass_low(0.0391<0.1)
uot_SW,11,4,0.0433832910187657,0.04062169556177836,0.046144886475753044,0.005523190913974685,0.9548114055491959,0.9519991258042448,0.9576236852941469,0.9981946965679617,-0.04338329101876581,0.5810114924834882,0.015447686559539308,0.026645731272401323,0.9657149968392273,0.9562773021177989,55.53576281072986,53.36012749874468,0.867746293917654,0.8337519921678856,0.10697693150370458,0.09943107569362543,0.15166501547571892,0.20450207336739268,False,few_windows(4<5);reference_path_mass_collapse(0.00043<0.05);reference_path_vs_direct_mass_low(0.00104<0.1);candidate_path_mass_collapse(0.0154<0.05);candidate_path_vs_direct_mass_low(0.0266<0.1)
uot_SW,12,3,0.03227047151499348,0.0316255234473114,0.0334002200299619,0.0017746965826505035,0.9667668021279509,0.9656351200071538,0.96739283434592,0.9990372736429443,-0.032270471514993404,0.5987362955496959,0.01146268750215927,0.019146869108761146,0.9653360128671838,0.956800047829023,55.44527962378771,53.47607841549702,0.866332494121683,0.835563725242141,0.10643502639620851,0.10016569287353687,0.14909363329364744,0.19768187736425494,False,few_windows(3<5);reference_path_mass_collapse(0.00023<0.05);reference_path_vs_direct_mass_low(0.000547<0.1);candidate_path_mass_collapse(0.0115<0.05);candidate_path_vs_direct_mass_low(0.0191<0.1)
uot_SW,13,2,0.024597989434378853,0.02456537880480547,0.024630600063952235,6.52212591467638e-05,0.9748817059733452,0.974843229714602,0.9749201822320885,0.9994796954077241,-0.024597989434378853,0.6005238526569545,0.00860805711961499,0.014334819714224033,0.9667409165752869,0.9577243389554582,55.76382962677408,53.68124746246188,0.871309837918345,0.8387694916009669,0.10636543721529809,0.1006100797654223,0.14727789573823405,0.1930738701323356,False,few_windows(2<5);reference_path_mass_collapse(0.000122<0.05);reference_path_vs_direct_mass_low(0.000292<0.1);candidate_path_mass_collapse(0.00861<0.05);candidate_path_vs_direct_mass_low(0.0143<0.1)
uot_SW,14,1,0.019115665958543193,,,,0.9806080736691836,,,0.9997237396277268,-0.019115665958543193,0.6106390303145576,0.0067160477680234506,0.010998392560272184,0.9681776740720524,0.9578679066888145,56.09227806958794,53.713299469561214,0.8764418448373116,0.839270304211894,0.10657693607570269,0.1001406240626426,0.1472929993648419,0.19098708329807793,False,few_windows(1<5);reference_path_mass_collapse(6.48e-05<0.05);reference_path_vs_direct_mass_low(0.000154<0.1);candidate_path_mass_collapse(0.00672<0.05);candidate_path_vs_direct_mass_low(0.011<0.1);G_CI_unavailable
uot_static,2,13,0.13469190958088723,0.12023877884018191,0.1530053754306767,0.03276659659049477,0.25866220480611496,0.24990108094564273,0.26828059949952276,0.39335411438700213,-0.13469190958088717,0.5636584637478864,0.3457404021405947,0.6132003164970714,0.9548422457997929,0.9505533936054658,53.208199931631306,52.21357418176587,0.8313781239317392,0.8158370965900917,0.09678170091698536,0.09586585754617974,0.13402740138298427,0.14877776061206746,True,
uot_static,3,12,0.18368682207465978,0.16450815991999893,0.20957676353394566,0.04506860361394674,0.4681885522561448,0.4527973593349104,0.48504464093842165,0.6518753743308047,-0.18368682207465986,0.5612924924054511,0.21227333924098898,0.3780420312790069,0.9566983733556244,0.9516906437169617,53.61145677205389,52.45205578959445,0.837679012063342,0.8195633717124133,0.09711093650753579,0.0960188917458697,0.1348522048502984,0.1532803487981452,True,
uot_static,4,11,0.175493661511965,0.1582310856762034,0.194475388200452,0.036244302524248595,0.63579396973003,0.6196276706236297,0.6532344988444708,0.8112876312419949,-0.17549366151196488,0.5597594638246153,0.13000606508530474,0.23218183381460084,0.9576359942575171,0.9527745303276436,53.81875150278281,52.69059687878959,0.8409179922309814,0.8232905762310874,0.09710153409843382,0.09602433505140832,0.135345638897597,0.15496837159155685,True,
uot_static,5,10,0.1415003136488096,0.13088466178416563,0.15211596551345358,0.021231303729287943,0.7596538332076808,0.7469583749788471,0.7723492914365144,0.9011541468564903,-0.14150031364880955,0.5593536319941134,0.07954499148835467,0.14217143436345447,0.9567236922227613,0.9521820654132208,53.61700993092135,52.569947187710135,0.8377657801706461,0.8214054248079709,0.09664352860294825,0.09556509968976101,0.1354624513239424,0.15550319354362102,False,reference_path_mass_collapse(0.0256<0.05);reference_path_vs_direct_mass_low(0.0645<0.1)
uot_static,6,9,0.10242842800441465,0.0983408832967903,0.10638227912825707,0.008041395831466763,0.8452366511205315,0.8362269537943348,0.8545999544451148,0.947665079124946,-0.10242842800441454,0.5594728110794873,0.04873379087039512,0.08708860783385947,0.954019601185752,0.9495034495258419,53.00320974565279,51.96778776991592,0.8281751522758248,0.8119966839049363,0.09587348869104674,0.09462942334489066,0.13542623523719813,0.15539592965505836,False,reference_path_mass_collapse(0.013<0.05);reference_path_vs_direct_mass_low(0.0326<0.1);candidate_path_mass_collapse(0.0487<0.05);candidate_path_vs_direct_mass_low(0.0871<0.1)
uot_static,7,8,0.07065948843515531,0.07018251887394812,0.07113645799636249,0.0009539391224143712,0.9017674462216854,0.8960437793288247,0.907491113114546,0.9724269346568408,-0.07065948843515546,0.559318118030325,0.029909574953656065,0.053475126356153105,0.9506105734449175,0.9457256791747566,52.23262035955383,51.1106747542604,0.8161346931180286,0.7986042930353188,0.0951417850172376,0.09356066931630078,0.13556301820437772,0.15522237181052626,False,reference_path_mass_collapse(0.00666<0.05);reference_path_vs_direct_mass_low(0.0167<0.1);candidate_path_mass_collapse(0.0299<0.05);candidate_path_vs_direct_mass_low(0.0535<0.1)
uot_static,8,7,0.04757927332370747,0.046810829747781564,0.0482171134692319,0.0014062837214503382,0.9382899293733917,0.9349431724042281,0.9416366863425554,0.9858692026970992,-0.04757927332370748,0.5588522791081275,0.018355696300387414,0.032857447124149265,0.9478990960811187,0.9428420328867454,51.63584442028531,50.477849588550335,0.806810069066958,0.788716399821099,0.09475908783648955,0.09297096862463726,0.13578046917503434,0.15518483235458977,False,reference_path_mass_collapse(0.00336<0.05);reference_path_vs_direct_mass_low(0.00846<0.1);candidate_path_mass_collapse(0.0184<0.05);candidate_path_vs_direct_mass_low(0.0329<0.1)
