label,i,j,relative_distance,stage,prior_weight
pairwise_delta_difference,0,11,0.9016708853614116,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,12,0.9091561982207665,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,13,0.9132797151841224,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,14,0.24315536313029557,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,15,0.5301894160366615,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,16,0.6623274029994124,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,17,0.7378533713078863,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,18,0.7848790830374642,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,19,0.8177048384779075,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,20,0.8420892950469677,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,21,0.8607859319449558,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,22,0.8757188450074388,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,23,0.8878317043310242,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,24,0.8975714020928169,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,25,0.9057535196482086,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,26,0.9102315138947178,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,27,0.2578306738138679,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,28,0.5410710214131318,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,29,0.6714427837181813,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,30,0.7429518888565906,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,31,0.7890659558629751,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,32,0.8214879757546281,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,33,0.8453579779183448,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,34,0.8638426600888129,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,35,0.8784723694683308,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,36,0.8900048299983921,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,37,0.8995392182667263,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,38,0.9046974357126893,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,39,0.2926720554600674,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,40,0.55908921477378,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,41,0.6798896041434668,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,42,0.7491159394420751,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,43,0.7942183068470691,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,44,0.8257013696336474,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,45,0.8491491925919924,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,46,0.8671563879534174,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,47,0.8810194402433136,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,48,0.8922679378429351,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,49,0.8982728421992072,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,50,0.32516917472568657,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,51,0.568520477533206,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,52,0.6861441798652312,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,53,0.7543246493347978,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,54,0.7983927747094383,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,55,0.8295021706928105,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,56,0.8524596642070521,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,57,0.8696062911765298,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,58,0.8831964422330773,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,59,0.8903325370630185,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,60,0.3390978026535618,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,61,0.5744793508632526,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,62,0.6913159430878246,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,63,0.7584270464826514,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,64,0.8022596800365972,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,65,0.8328745775281071,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,66,0.854840525899421,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,67,0.8717318988697087,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,68,0.8804190397517828,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,69,0.3596741031358436,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,70,0.5853967697650921,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,71,0.698390376697337,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,72,0.7643376726069953,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,73,0.8070310361291664,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,74,0.8360889494958393,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,75,0.8575953930041434,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,76,0.8683781751184831,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,77,0.3816029468024114,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,78,0.5961868054600163,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,79,0.7065613897010752,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,80,0.7704832741479624,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,81,0.8108890397370806,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,82,0.8393029139147338,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,83,0.8530891306865099,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,84,0.4005226251442632,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,85,0.6078679162978484,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,86,0.7144189607125894,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,87,0.7748891122561972,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,88,0.8144614420279663,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,89,0.8328291167676616,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,90,0.42221838662774636,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,91,0.6194789631801371,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,92,0.7198860643779691,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,93,0.7791139090575762,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,94,0.8049420638345052,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,95,0.4401490346774003,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,96,0.6254750937402399,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,97,0.7243491071017873,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,98,0.7637155229037772,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,99,0.4506687668312297,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,100,0.6311072226849649,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,101,0.6980422813809025,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,102,0.46657122476459806,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,103,0.5853046660766217,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,0,104,0.4212163115398487,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,1,2,0.23494396012571328,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,1,3,0.38396628696509727,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,1,4,0.4864213141518585,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,1,5,0.5582117198791713,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,1,6,0.6125452395029802,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,1,7,0.6554125323369957,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,1,8,0.6898583622728125,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,1,9,0.7184165037507079,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,1,10,0.742300851768011,02_residual_signed_ot_from_spatial_init,0.05
pairwise_delta_difference,1,11,0.7619923720679018,02_residual_signed_ot_from_spatial_init,0.05
