image_index,data_index,loss,stage,prior_weight
0,0,3.695085296633674,tv_prior_5em02,0.05
0,1,3.725686358669627,tv_prior_5em02,0.05
0,2,3.757709701302267,tv_prior_5em02,0.05
1,0,3.6648965734804246,tv_prior_5em02,0.05
1,1,3.6920455744678318,tv_prior_5em02,0.05
1,2,3.720230906897508,tv_prior_5em02,0.05
2,0,3.642387103187347,tv_prior_5em02,0.05
2,1,3.666623198197337,tv_prior_5em02,0.05
2,2,3.691285033918262,tv_prior_5em02,0.05
