block,updates,relative_iterate_change,relative_objective_change,mean_pairwise_frame_distance,cross_minus_own_data_loss_mean,data,prior,tv,wavelet,spatial_total
1,25,0.6902499366957966,inf,0.001604199115170607,4.900134342378237e-05,9.060738140714262,1.074421292671237,0.00495112760808064,0.03208779656191942,10.1721983575555
2,50,0.4442715513006216,0.6144387984903944,0.002829336697656561,2.1856174777346027e-05,2.3435418517965045,1.5582151640253843,0.0028468618642034883,0.017401143046427592,3.9220050207325197
3,75,0.3290147956856091,0.2997213829539024,0.0038370505752612165,1.0136337864341538e-05,0.9506991249823877,1.78233306309763,0.002026544956380609,0.01143751892972187,2.7464962519661205
4,100,0.25375641407131744,0.12396426531461156,0.004379845643380101,5.247726815205134e-06,0.49336110995645766,1.9029882917823642,0.0015792699212918682,0.00810019024156845,2.406028861901682
5,125,0.2014937723051844,0.05177147759052761,0.0048690102085114624,3.5719871471912024e-06,0.2989883932169403,1.9750702186968083,0.0013036754834011412,0.0061029051983747355,2.2814651925955247
6,150,0.15865072199894237,0.022456503388855128,0.005197335660997373,2.691445075211907e-06,0.20410272019526837,2.0202128291893255,0.001127486923777169,0.004788425458054774,2.230231461766426
7,175,0.12626502217262536,0.010491594600235651,0.005377217618716411,2.1909679061016263e-06,0.15177529989629723,2.050199139528751,0.0010103111948027807,0.0038480267850199926,2.206832777404871
8,200,0.09813238886673997,0.0050086086457269766,0.005527696342380372,1.88518241075325e-06,0.12147257446276552,2.070155425215955,0.0009270020780605641,0.003224613919500851,2.1957796156762823
9,225,0.07696665810560385,0.002545720371279143,0.005678079660342206,1.7357599758072162e-06,0.10257589651305896,2.083955150613306,0.0008682610323454281,0.0027904666191030823,2.190189774777813
10,250,0.05981399296058337,0.001334712406867177,0.005790870411534959,1.634695339494674e-06,0.09040338552844632,2.09354163020793,0.0008258081052382242,0.0024956774704079226,2.1872665013120223
11,275,0.04665686062399832,0.0007286303325163929,0.005838928723281814,1.4818362516280659e-06,0.08225416879579352,2.1003494393899427,0.0007956410602523346,0.002273543347879677,2.1856727925938686
12,300,0.03662801293268736,0.0004131612963594941,0.00593714649926286,1.468467941363738e-06,0.07667208805040712,2.105222721048998,0.0007728159891491891,0.0021021321009079075,2.1847697571894624
13,325,0.02879340909160469,0.00024102982344344564,0.005984934248643457,1.4572196945679405e-06,0.07286661920823775,2.1086535470908494,0.0007562618685444994,0.001966734352990374,2.1842431625206222
14,350,0.023003489740887065,0.00014633263082400522,0.0059992646177332255,1.4424973731608226e-06,0.07020672488241357,2.1111134567142806,0.0007435370301179662,0.0018598178454791228,2.183923536472291
15,375,0.018772071521733696,9.37942328668676e-05,0.006034855747329061,1.444637132304999e-06,0.06831001841876648,2.112903361971444,0.0007334021314864166,0.001771914517851101,2.1837186970395477
16,400,0.01562624559348433,6.332342607870033e-05,0.006061264622952943,1.4475127594996973e-06,0.06696066177279056,2.1141973787329733,0.0007256213557542891,0.0016967546285402467,2.183580416490059
17,425,0.013216478324202745,4.438988295386657e-05,0.006065820015666085,1.4409515705013365e-06,0.06600221736589297,2.115128978345879,0.0007196779291414225,0.001632613970037124,2.1834834876109506
18,450,0.01154234788031233,3.3311993546135155e-05,0.006049089067519535,1.4274774241263e-06,0.06531756273378753,2.115802732137647,0.0007152967607942784,0.0015751597908744712,2.183410751423103
19,475,0.010179827728445327,2.5540932012855757e-05,0.006039508571980735,1.411187166722866e-06,0.06482465184209493,2.116293161059378,0.0007119340519440566,0.0015252381241278431,2.183354985077545
20,500,0.008818231413424001,1.942178710926755e-05,0.006004948533591767,1.3801043253283685e-06,0.06448485570900511,2.1166341623941154,0.0007092163378060025,0.0014843459809140548,2.1833125804218407
21,525,0.007959890296293423,1.543245573596843e-05,0.005995181295208493,1.366976309247897e-06,0.06424510596361825,2.1168770881703574,0.0007068650589037502,0.0014498273542061452,2.1832788865470856
22,550,0.0074347225714123735,1.3335053372173819e-05,0.005998821090079389,1.3564926223952334e-06,0.0640649019953885,2.117062453951255,0.0007049795503766508,0.001417436909586579,2.183249772406607
23,575,0.006921368109410238,1.1553721540176405e-05,0.006003605121902164,1.3395212316059946e-06,0.06392792273583717,2.1172055930195057,0.0007034216250380706,0.0013876103663029095,2.183224547746684
24,600,0.006442245858608508,9.965273115766177e-06,0.006024396510366033,1.3333497464462774e-06,0.06382210446868579,2.1173178744481165,0.0007021991472073081,0.0013606132537833035,2.1832027913177927
25,625,0.00603576110704779,8.713393227505968e-06,0.006049408712483003,1.331745543370344e-06,0.06373980630814682,2.1174068063878297,0.0007011117943424392,0.001336043723057477,2.1831837682133766
26,650,0.005762426381672031,7.899228941773878e-06,0.006077698579578491,1.3314617521367755e-06,0.06367490700591033,2.117478733775124,0.0007001956849892358,0.0013126862789463029,2.1831665227449695
27,675,0.005450237238268719,7.023306131620192e-06,0.006094470673746164,1.3294271193099727e-06,0.0636232021802204,2.117537611406695,0.0006994344055532802,0.0012909417056754483,2.183151189698144
28,700,0.005163949358892454,6.262006916952525e-06,0.0061017838690575225,1.3249605885189142e-06,0.06358132229630672,2.1175866127468015,0.0006987444777966858,0.0012708392693883404,2.1831375187902933
29,725,0.004902535714548821,5.690159945978993e-06,0.006124612578860526,1.3236228661485383e-06,0.06354749321204145,2.117627466113637,0.0006980957255266057,0.00125204133742187,2.1831250963886273
30,750,0.00466619422210615,5.151134646725848e-06,0.006156028525811858,1.3249988847774397e-06,0.06352073135239213,2.1176611781384156,0.0006974903196602353,0.0012344510068371928,2.183113850817305
31,775,0.004455180658835802,4.664109106637411e-06,0.006184424635304661,1.3269247127328798e-06,0.06349938955049186,2.117689338874767,0.0006969760426431056,0.0012179640682107883,2.1831036685361127
32,800,0.0041156156607133594,3.967093544598401e-06,0.006178182407842632,1.3211903244839118e-06,0.06348903545976586,2.117705548991848,0.0006964942235203771,0.0012039292845077048,2.183095007959642
33,825,0.0038600302232641177,3.5882678797821016e-06,0.006183032234786047,1.3148356984467313e-06,0.06348212119493914,2.1177176334500736,0.0006959651002739884,0.001191454684659899,2.1830871744299465
34,850,0.00367589455229812,3.1334389397662364e-06,0.006198441416871624,1.3126691351186826e-06,0.06348103225828317,2.117723552200909,0.0006954993495017093,0.0011802500508915341,2.183080333859585
35,875,0.0032694425260310985,2.5557178991191917e-06,0.0062190283653723475,1.3157490296872298e-06,0.0634857585923267,2.1177224389380296,0.0006949690150912807,0.0011715879766529909,2.1830747545221008
